,repository_url,repository_name,created_at
2445,https://github.com/andreyk0/redis-client-scala-netty,redis-client-scala-netty,2012-05-16 06:15:42
2448,https://github.com/andrewmilkowski/template-akka-persistence-redis,template-akka-persistence-redis,2012-05-16 06:16:44
2451,https://github.com/zvozin/Wasabi-Redis,Wasabi-Redis,2012-05-16 06:16:51
2454,https://github.com/seanparsons/rediscala,rediscala,2012-05-16 06:16:59
2457,https://github.com/rediscookbook/rediscookbook,rediscookbook,2012-05-16 06:39:57
2460,https://github.com/Instagram/redis-faina,redis-faina,2012-05-16 07:01:46
2463,https://github.com/andymccurdy/redis-py,redis-py,2012-05-16 09:41:56
2466,https://github.com/redis/redis-rb,redis-rb,2012-05-16 09:45:41
2469,https://github.com/antirez/redis,redis,2012-05-16 12:46:08
2472,https://github.com/Instagram/redis-faina,redis-faina,2012-05-16 14:34:06
2475,https://github.com/visionmedia/connect-redis,connect-redis,2012-05-16 17:00:46
2478,https://github.com/didip/bayes_on_redis,bayes_on_redis,2012-05-16 17:13:11
2481,https://github.com/didip/bayes_on_redis,bayes_on_redis,2012-05-16 17:17:31
2484,https://github.com/char101/phpredis,phpredis,2012-05-16 23:17:32
2487,https://github.com/Instagram/redis-faina,redis-faina,2012-05-17 02:05:42
2490,https://github.com/antirez/redis,redis,2012-05-17 06:19:31
2493,https://github.com/antirez/redis,redis,2012-05-17 08:30:00
2496,https://github.com/antirez/redis,redis,2012-05-17 10:42:58
2499,https://github.com/andymccurdy/redis-py,redis-py,2012-05-17 11:18:32
2502,https://github.com/SignalR/SignalR.Redis,SignalR.Redis,2012-05-17 13:26:43
2505,https://github.com/antirez/redis,redis,2012-05-17 14:17:43
2508,https://github.com/andymccurdy/redis-py,redis-py,2012-05-17 14:32:24
2511,https://github.com/Instagram/redis-faina,redis-faina,2012-05-17 15:14:03
2514,https://github.com/hiroeorz/eredis_pool,eredis_pool,2012-05-17 15:15:57
2517,https://github.com/andymccurdy/redis-py,redis-py,2012-05-17 18:21:10
2520,https://github.com/jmhobbs/K3-Cache_Redis,K3-Cache_Redis,2012-05-17 20:07:20
2523,https://github.com/evanphx/newrelic-redis,newrelic-redis,2012-05-17 20:52:13
2526,https://github.com/redis/redis-rb,redis-rb,2012-05-17 21:14:31
2529,https://github.com/nrk/redis-lua,redis-lua,2012-05-17 23:31:52
2532,https://github.com/seppo0010/redislite,redislite,2012-05-18 01:04:46
2535,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 01:34:15
2538,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-18 01:54:47
2541,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 02:08:04
2544,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 05:21:41
2547,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 05:33:22
2550,https://github.com/andymccurdy/redis-py,redis-py,2012-05-18 06:35:53
2553,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 06:44:51
2556,https://github.com/obie/redis_on_rails,redis_on_rails,2012-05-18 07:46:17
2559,https://github.com/nateware/redis-objects,redis-objects,2012-05-18 11:18:03
2562,https://github.com/antirez/redis,redis,2012-05-18 11:41:46
2565,https://github.com/antirez/redis,redis,2012-05-18 12:36:39
2568,https://github.com/songkick/dolphin-redis,dolphin-redis,2012-05-18 12:39:30
2571,https://github.com/lethain/Redis-Python-Datastructures,Redis-Python-Datastructures,2012-05-18 13:57:28
2574,https://github.com/antirez/hiredis,hiredis,2012-05-18 17:15:46
2577,https://github.com/Instagram/redis-faina,redis-faina,2012-05-18 17:18:30
2580,https://github.com/antirez/redis,redis,2012-05-18 17:35:25
2583,https://github.com/defunkt/redis-namespace,redis-namespace,2012-05-18 18:07:26
2586,https://github.com/kscollective/redis-textsearch,redis-textsearch,2012-05-18 20:53:46
2589,https://github.com/importlogic/slimphp-session-redis-middleware,slimphp-session-redis-middleware,2012-05-19 09:07:34
2592,https://github.com/antirez/redis-doc,redis-doc,2012-05-19 11:29:41
2595,https://github.com/andymccurdy/redis-py,redis-py,2012-05-19 16:29:40
2598,https://github.com/Instagram/redis-faina,redis-faina,2012-05-19 17:17:31
2601,https://github.com/debasishg/scala-redis,scala-redis,2012-05-20 00:05:08
2604,https://github.com/antirez/redis,redis,2012-05-20 02:57:59
2607,https://github.com/sash/php-redis,php-redis,2012-05-20 12:08:16
2610,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-20 15:52:11
2613,https://github.com/playpauseandstop/Flask-And-Redis,Flask-And-Redis,2012-05-20 20:51:50
2616,https://github.com/andymccurdy/redis-py,redis-py,2012-05-20 21:26:37
2619,https://github.com/nateware/redis-objects,redis-objects,2012-05-21 01:15:46
2622,https://github.com/debasishg/scala-redis,scala-redis,2012-05-21 02:12:36
2625,https://github.com/antirez/redis,redis,2012-05-21 02:57:39
2628,https://github.com/Instagram/redis-faina,redis-faina,2012-05-21 04:09:54
2631,https://github.com/Zedzed/Redisko,Redisko,2012-05-21 04:42:12
2634,https://github.com/antirez/redis-doc,redis-doc,2012-05-21 07:46:06
2637,https://github.com/nateware/redis-objects,redis-objects,2012-05-21 08:12:58
2640,https://github.com/obie/redis_props,redis_props,2012-05-21 08:13:09
2643,https://github.com/phus/gevent-redis,gevent-redis,2012-05-21 14:08:05
2646,https://github.com/mrduncan/redis-retry,redis-retry,2012-05-21 15:00:30
2649,https://github.com/visionmedia/connect-redis,connect-redis,2012-05-21 17:38:18
2652,https://github.com/sripathikrishnan/redis-rdb-tools,redis-rdb-tools,2012-05-21 18:02:54
2655,https://github.com/pietern/hiredis-rb,hiredis-rb,2012-05-21 18:16:37
2658,https://github.com/BenjieGillam/backbone-redis-store,backbone-redis-store,2012-05-21 18:26:10
2661,https://github.com/ctrabold/chef-redis,chef-redis,2012-05-21 21:55:41
2664,https://github.com/nicolasff/phpredis,phpredis,2012-05-21 23:24:39
2667,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-05-21 23:46:06
2670,https://github.com/ragnard/redis-clojure,redis-clojure,2012-05-22 03:02:55
2673,https://github.com/lethain/Redis-Python-Datastructures,Redis-Python-Datastructures,2012-05-22 04:12:19
2676,https://github.com/mmcgrana/clj-redis,clj-redis,2012-05-22 04:16:26
2679,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-22 08:29:35
2682,https://github.com/snc/SncRedisBundle,SncRedisBundle,2012-05-22 09:28:51
2685,https://github.com/erussell/django-redis-status,django-redis-status,2012-05-22 10:53:47
2688,https://github.com/nrk/predis,predis,2012-05-22 16:37:16
2691,https://github.com/mmcgrana/clj-redis,clj-redis,2012-05-22 18:18:50
2694,https://github.com/mranney/node_redis,node_redis,2012-05-22 20:06:58
2697,https://github.com/ybrs/redis-clones,redis-clones,2012-05-22 20:53:20
2700,https://github.com/redis/redis-rb,redis-rb,2012-05-22 21:43:20
2703,https://github.com/andymccurdy/redis-py,redis-py,2012-05-23 01:05:34
2706,https://github.com/iamteem/redisco,redisco,2012-05-23 01:57:59
2709,https://github.com/antirez/redis,redis,2012-05-23 02:40:01
2712,https://github.com/antirez/redis,redis,2012-05-23 03:08:03
2715,https://github.com/Instagram/redis-faina,redis-faina,2012-05-23 03:52:25
2718,https://github.com/nateware/redis-objects,redis-objects,2012-05-23 05:22:32
2721,https://github.com/nicolasff/phpredis,phpredis,2012-05-23 08:02:13
2724,https://github.com/obie/redis_on_rails,redis_on_rails,2012-05-23 09:21:54
2727,https://github.com/antirez/redis,redis,2012-05-23 14:40:35
2730,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-23 15:57:37
2733,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-23 16:00:15
2736,https://github.com/antirez/redis,redis,2012-05-23 16:37:03
2739,https://github.com/hoisie/redis.go,redis.go,2012-05-23 17:50:24
2742,https://github.com/Instagram/redis-faina,redis-faina,2012-05-23 18:42:05
2745,https://github.com/defunkt/redis-namespace,redis-namespace,2012-05-23 19:10:33
2748,https://github.com/sreeix/redis-proxy,redis-proxy,2012-05-23 19:51:44
2751,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-24 06:09:29
2754,https://github.com/alphazero/Go-Redis,Go-Redis,2012-05-24 07:08:53
2757,https://github.com/debasishg/scala-redis,scala-redis,2012-05-24 07:35:04
2760,https://github.com/alphazero/jredis,jredis,2012-05-24 09:50:57
2763,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-24 12:00:10
2766,https://github.com/dpaccoud/django-redis-sessions,django-redis-sessions,2012-05-24 12:53:10
2769,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-24 12:54:01
2772,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-24 14:21:47
2775,https://github.com/dekart/openid-redis-store,openid-redis-store,2012-05-24 14:43:59
2778,https://github.com/melo/perl-redis,perl-redis,2012-05-24 18:44:00
2781,https://github.com/defunkt/redis-namespace,redis-namespace,2012-05-24 20:25:50
2784,https://github.com/craigslist/redis_util,redis_util,2012-05-24 22:54:27
2787,https://github.com/defunkt/redis-namespace,redis-namespace,2012-05-25 00:16:54
2790,https://github.com/craigslist/redis_util,redis_util,2012-05-25 00:21:24
2793,https://github.com/antirez/redis,redis,2012-05-25 02:52:39
2796,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-25 07:26:09
2799,https://github.com/andymccurdy/redis-py,redis-py,2012-05-25 09:00:41
2802,https://github.com/agentzh/lua-resty-redis,lua-resty-redis,2012-05-25 12:04:06
2805,https://github.com/leporo/tornado-redis,tornado-redis,2012-05-25 13:14:42
2808,https://github.com/gilles/redis-munin,redis-munin,2012-05-25 14:09:32
2811,https://github.com/alphazero/Go-Redis,Go-Redis,2012-05-25 17:20:56
2814,https://github.com/nateware/redis-objects,redis-objects,2012-05-25 17:39:45
2817,https://github.com/antirez/redis,redis,2012-05-25 18:16:25
2820,https://github.com/mranney/node_redis,node_redis,2012-05-25 21:17:28
2823,https://github.com/Instagram/redis-py,redis-py,2012-05-25 21:34:40
2826,https://github.com/andymccurdy/redis-py,redis-py,2012-05-25 23:09:10
2829,https://github.com/Instagram/redis-faina,redis-faina,2012-05-26 01:58:28
2832,https://github.com/antirez/redis,redis,2012-05-26 09:04:56
2835,https://github.com/antirez/redis,redis,2012-05-26 13:00:22
2838,https://github.com/debasishg/scala-redis,scala-redis,2012-05-26 19:30:46
2841,https://github.com/masonoise/redis_logger,redis_logger,2012-05-26 21:39:54
2844,https://github.com/redis/redis-rb,redis-rb,2012-05-26 22:39:32
2847,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-05-26 23:14:39
2850,https://github.com/redis/redis-rb,redis-rb,2012-05-27 03:16:12
2853,https://github.com/rapportive-oss/heroku-redis-cli,heroku-redis-cli,2012-05-27 04:20:47
2856,https://github.com/antirez/redis,redis,2012-05-27 07:47:58
2859,https://github.com/madsimian/em-redis,em-redis,2012-05-27 17:20:19
2862,https://github.com/nrk/PredisServiceProvider,PredisServiceProvider,2012-05-27 22:20:28
2865,https://github.com/redis/redis-rb,redis-rb,2012-05-27 23:25:18
2868,https://github.com/rediscookbook/rediscookbook,rediscookbook,2012-05-28 00:36:58
2871,https://github.com/hoisie/redis.go,redis.go,2012-05-28 01:14:41
2874,https://github.com/redis/redis-rb,redis-rb,2012-05-28 01:44:19
2877,https://github.com/mranney/node_redis,node_redis,2012-05-28 01:45:48
2880,https://github.com/gnanderson/redis.go,redis.go,2012-05-28 02:48:51
2883,https://github.com/mmcgrana/clj-redis,clj-redis,2012-05-28 03:27:35
2886,https://github.com/MSOpenTech/redis,redis,2012-05-28 06:46:34
2889,https://github.com/antirez/redis,redis,2012-05-28 07:21:34
2892,https://github.com/andymccurdy/redis-py,redis-py,2012-05-28 07:24:49
2895,https://github.com/niwibe/django-redis,django-redis,2012-05-28 12:41:26
2898,https://github.com/nrk/predis,predis,2012-05-28 14:22:51
2901,https://github.com/nicolasff/phpredis,phpredis,2012-05-28 14:23:27
2904,https://github.com/antirez/hiredis,hiredis,2012-05-28 15:45:14
2907,https://github.com/oyiptong/bloomfilter-redis,bloomfilter-redis,2012-05-28 21:11:10
2910,https://github.com/nrk/redis-lua,redis-lua,2012-05-29 03:12:22
2913,https://github.com/DTrejo/node_redis,node_redis,2012-05-29 04:49:58
2916,https://github.com/nicolasff/phpredis,phpredis,2012-05-29 06:49:26
2919,https://github.com/brianbianco/redisio,redisio,2012-05-29 06:59:32
2922,https://github.com/huacnlee/redis-timeline,redis-timeline,2012-05-29 08:04:25
2925,https://github.com/mrduncan/redis-retry,redis-retry,2012-05-29 08:49:04
2928,https://github.com/nicolasff/phpredis,phpredis,2012-05-29 09:56:00
2931,https://github.com/ukko/phpredis-phpdoc,phpredis-phpdoc,2012-05-29 10:04:45
2934,https://github.com/nicolasff/phpredis,phpredis,2012-05-29 10:34:49
2937,https://github.com/importlogic/slimphp-session-redis-middleware,slimphp-session-redis-middleware,2012-05-29 10:47:25
2940,https://github.com/visionmedia/connect-redis,connect-redis,2012-05-29 13:00:38
2943,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-29 13:34:41
2946,https://github.com/evanphx/redis-leveldb,redis-leveldb,2012-05-29 15:31:52
2949,https://github.com/thomasvandoren/puppet-redis,puppet-redis,2012-05-29 15:40:08
2952,https://github.com/bibryam/camel-redis,camel-redis,2012-05-29 15:41:14
2955,https://github.com/antirez/redis,redis,2012-05-29 17:28:41
2958,https://github.com/zephirworks/libvmod-redis,libvmod-redis,2012-05-29 18:18:57
2961,https://github.com/mranney/node_redis,node_redis,2012-05-29 18:32:30
2964,https://github.com/delano/redis-dump,redis-dump,2012-05-29 18:33:22
2967,https://github.com/snc/SncRedisBundle,SncRedisBundle,2012-05-29 19:26:25
2970,https://github.com/martinrusev/django-redis-sessions,django-redis-sessions,2012-05-29 19:39:21
2973,https://github.com/dv/redis-semaphore,redis-semaphore,2012-05-29 20:36:14
2976,https://github.com/defunkt/redis-namespace,redis-namespace,2012-05-29 21:03:59
2979,https://github.com/colinmollenhour/Cm_Cache_Backend_Redis,Cm_Cache_Backend_Redis,2012-05-29 22:11:00
2982,https://github.com/colinmollenhour/Cm_RedisSession,Cm_RedisSession,2012-05-29 22:21:34
2985,https://github.com/tritonrc/flume-redis-sink,flume-redis-sink,2012-05-29 23:12:41
2988,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-30 00:06:19
2991,https://github.com/nicolasff/phpredis,phpredis,2012-05-30 03:52:27
2994,https://github.com/ServiceStack/ServiceStack.RedisWebServices,ServiceStack.RedisWebServices,2012-05-30 05:58:56
2997,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-30 07:40:34
3000,https://github.com/owlient/phpredis,phpredis,2012-05-30 08:05:25
3003,https://github.com/char101/phpredis,phpredis,2012-05-30 08:51:08
3006,https://github.com/nicolasff/phpredis,phpredis,2012-05-30 13:32:00
3009,https://github.com/tweetdeck/txRedis,txRedis,2012-05-30 13:54:57
3012,https://github.com/antirez/redis,redis,2012-05-30 14:33:34
3015,https://github.com/antirez/hiredis,hiredis,2012-05-30 15:16:12
3018,https://github.com/antirez/redis,redis,2012-05-30 16:44:43
3021,https://github.com/antirez/redis,redis,2012-05-30 21:10:29
3024,https://github.com/wooga/eredis,eredis,2012-05-30 22:49:49
3027,https://github.com/craftgear/the-little-redis-book,the-little-redis-book,2012-05-31 00:20:48
3030,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-31 01:07:58
3033,https://github.com/zephirworks/libvmod-redis,libvmod-redis,2012-05-31 01:14:06
3036,https://github.com/nicolasff/phpredis,phpredis,2012-05-31 02:09:07
3039,https://github.com/nicolasff/phpredis,phpredis,2012-05-31 06:11:34
3042,https://github.com/antirez/redis,redis,2012-05-31 07:22:47
3045,https://github.com/nrk/predis,predis,2012-05-31 08:30:57
3048,https://github.com/geistteufel/Dancer-Plugin-Redis,Dancer-Plugin-Redis,2012-05-31 09:37:28
3051,https://github.com/nicolasff/phpredis,phpredis,2012-05-31 10:44:34
3054,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-05-31 10:54:20
3057,https://github.com/colinmollenhour/Cm_Cache_Backend_Redis,Cm_Cache_Backend_Redis,2012-05-31 11:18:12
3060,https://github.com/antirez/redis,redis,2012-05-31 11:52:58
3063,https://github.com/antirez/redis,redis,2012-05-31 15:25:14
3066,https://github.com/redis/redis-rb,redis-rb,2012-06-01 01:12:03
3069,https://github.com/antirez/redis,redis,2012-06-01 03:02:44
3072,https://github.com/antirez/redis,redis,2012-06-01 03:47:40
3075,https://github.com/MSOpenTech/redis,redis,2012-06-01 09:59:25
3078,https://github.com/kcherenkov/redis-windows-service,redis-windows-service,2012-06-01 10:11:39
3081,https://github.com/isaacs/node_redis,node_redis,2012-06-01 12:19:28
3084,https://github.com/owlient/phpredis,phpredis,2012-06-01 14:06:41
3087,https://github.com/joelcox/codeigniter-redis,codeigniter-redis,2012-06-01 15:05:50
3090,https://github.com/rapportive-oss/heroku-redis-cli,heroku-redis-cli,2012-06-01 15:15:08
3093,https://github.com/debasishg/scala-redis,scala-redis,2012-06-01 15:52:53
3096,https://github.com/bufferine/scala-redis,scala-redis,2012-06-01 17:33:05
3099,https://github.com/redis/redis-rb,redis-rb,2012-06-01 19:24:18
3102,https://github.com/antirez/redis,redis,2012-06-02 01:17:30
3105,https://github.com/leporo/tornado-redis,tornado-redis,2012-06-02 04:44:38
3108,https://github.com/redis/redis-rb,redis-rb,2012-06-02 09:10:41
3111,https://github.com/antirez/redis,redis,2012-06-02 13:16:33
3114,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-02 14:11:22
3117,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-02 16:25:24
3120,https://github.com/antirez/redis,redis,2012-06-02 17:28:59
3123,https://github.com/antirez/redis,redis,2012-06-02 19:29:48
3126,https://github.com/antirez/redis,redis,2012-06-02 19:35:23
3129,https://github.com/antirez/redis,redis,2012-06-03 02:45:30
3132,https://github.com/rlr/django-gevent-socketio-redis-chat-example,django-gevent-socketio-redis-chat-example,2012-06-03 06:25:02
3135,https://github.com/jamesls/fakeredis,fakeredis,2012-06-03 07:23:06
3138,https://github.com/smira/txRedis,txRedis,2012-06-03 08:04:56
3141,https://github.com/redis/redis-rb,redis-rb,2012-06-03 14:36:21
3144,https://github.com/sripathikrishnan/redis-rdb-tools,redis-rdb-tools,2012-06-03 15:37:45
3147,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-03 16:52:28
3150,https://github.com/migueldeicaza/redis-sharp,redis-sharp,2012-06-03 20:19:23
3153,https://github.com/jodosha/redis-store,redis-store,2012-06-03 21:28:28
3156,https://github.com/obie/redis_on_rails,redis_on_rails,2012-06-04 03:06:03
3159,https://github.com/mranney/node_redis,node_redis,2012-06-04 04:42:50
3162,https://github.com/nicolasff/phpredis,phpredis,2012-06-04 10:20:07
3165,https://github.com/antirez/redis,redis,2012-06-04 11:24:42
3168,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-06-04 12:52:52
3171,https://github.com/antirez/redis,redis,2012-06-04 13:24:25
3174,https://github.com/MSOpenTech/redis,redis,2012-06-04 13:45:57
3177,https://github.com/antirez/redis,redis,2012-06-04 14:31:40
3180,https://github.com/angieslist/AL-Redis,AL-Redis,2012-06-04 16:15:51
3183,https://github.com/antirez/redis-doc,redis-doc,2012-06-04 17:24:15
3186,https://github.com/antirez/redis,redis,2012-06-04 19:04:57
3189,https://github.com/redis/redis-rb,redis-rb,2012-06-04 20:25:06
3192,https://github.com/fiorix/txredisapi,txredisapi,2012-06-04 23:33:47
3195,https://github.com/MSOpenTech/redis,redis,2012-06-05 01:23:05
3198,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-05 02:53:32
3201,https://github.com/antirez/redis,redis,2012-06-05 03:11:11
3204,https://github.com/dmajkic/redis,redis,2012-06-05 07:47:38
3207,https://github.com/weepy/redisify,redisify,2012-06-05 07:59:45
3210,https://github.com/migueldeicaza/redis-sharp,redis-sharp,2012-06-05 08:00:26
3213,https://github.com/mranney/node_redis,node_redis,2012-06-05 08:00:31
3216,https://github.com/weepy/connect-redis,connect-redis,2012-06-05 08:00:59
3219,https://github.com/andymccurdy/redis-py,redis-py,2012-06-05 08:01:09
3222,https://github.com/mranney/node_redis,node_redis,2012-06-05 08:25:48
3225,https://github.com/antirez/redis,redis,2012-06-05 10:00:20
3228,https://github.com/antirez/redis,redis,2012-06-05 10:21:39
3231,https://github.com/shift/nagios-check-redis,nagios-check-redis,2012-06-05 10:21:59
3234,https://github.com/antirez/redis,redis,2012-06-05 10:58:45
3237,https://github.com/brianyang/node-heroku-brunch-mongo-redis,node-heroku-brunch-mongo-redis,2012-06-05 11:50:37
3240,https://github.com/jbueza/node-redis-urlshortener,node-redis-urlshortener,2012-06-05 12:50:29
3243,https://github.com/MSOpenTech/redis,redis,2012-06-05 18:36:38
3246,https://github.com/nateware/redis-objects,redis-objects,2012-06-05 18:46:50
3249,https://github.com/colinmollenhour/Cm_Cache_Backend_Redis,Cm_Cache_Backend_Redis,2012-06-05 19:35:25
3252,https://github.com/sandreev/scala-redis,scala-redis,2012-06-05 20:10:35
3255,https://github.com/sandreev/scala-redis,scala-redis,2012-06-05 20:24:35
3258,https://github.com/angieslist/AL-Redis,AL-Redis,2012-06-05 20:57:44
3261,https://github.com/daviddripps/dotcloud-redis-latest,dotcloud-redis-latest,2012-06-06 02:07:40
3264,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-06 03:10:37
3267,https://github.com/antirez/redis,redis,2012-06-06 05:17:37
3270,https://github.com/nrk/predis,predis,2012-06-06 09:07:35
3273,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-06-06 09:13:59
3276,https://github.com/antirez/redis-doc,redis-doc,2012-06-06 10:14:38
3279,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-06-06 10:39:38
3282,https://github.com/Instagram/redis-faina,redis-faina,2012-06-06 11:20:39
3285,https://github.com/antirez/redis,redis,2012-06-06 12:11:39
3288,https://github.com/alphazero/jredis,jredis,2012-06-06 14:03:28
3291,https://github.com/antirez/redis,redis,2012-06-06 15:46:23
3294,https://github.com/nazgul5/cacti-redis,cacti-redis,2012-06-06 15:48:03
3297,https://github.com/antirez/redis-doc,redis-doc,2012-06-06 15:52:50
3300,https://github.com/nicolasff/phpredis,phpredis,2012-06-06 16:36:45
3303,https://github.com/antirez/redis,redis,2012-06-06 19:12:22
3306,https://github.com/redis/redis-rb,redis-rb,2012-06-06 20:24:58
3309,https://github.com/jodosha/redis-store,redis-store,2012-06-07 00:25:08
3312,https://github.com/alexmchale/try.redis,try.redis,2012-06-07 01:51:58
3315,https://github.com/antirez/redis-sampler,redis-sampler,2012-06-07 08:59:22
3318,https://github.com/darkrho/scrapy-redis,scrapy-redis,2012-06-07 10:09:46
3321,https://github.com/antirez/redis,redis,2012-06-07 10:17:56
3324,https://github.com/antirez/redis,redis,2012-06-07 10:33:43
3327,https://github.com/niwibe/django-redis,django-redis,2012-06-07 11:18:29
3330,https://github.com/sripathikrishnan/redis-rdb-tools,redis-rdb-tools,2012-06-07 12:29:40
3333,https://github.com/iplanwebsites/HerokuNodeCoffeeExpressRedisExample,HerokuNodeCoffeeExpressRedisExample,2012-06-07 12:42:40
3336,https://github.com/andymccurdy/redis-py,redis-py,2012-06-07 12:50:10
3339,https://github.com/coleifer/redis-completion,redis-completion,2012-06-07 16:34:53
3342,https://github.com/mrpi/redis-cplusplus-client,redis-cplusplus-client,2012-06-07 18:20:59
3345,https://github.com/redis/redis-rb,redis-rb,2012-06-07 18:24:15
3348,https://github.com/evanphx/newrelic-redis,newrelic-redis,2012-06-07 21:16:26
3351,https://github.com/antirez/redis,redis,2012-06-07 22:24:12
3354,https://github.com/antirez/redis,redis,2012-06-07 22:49:03
3357,https://github.com/snc/SncRedisBundle,SncRedisBundle,2012-06-07 22:58:13
3360,https://github.com/jodosha/redis-store,redis-store,2012-06-07 23:27:20
3363,https://github.com/antirez/redis,redis,2012-06-07 23:56:49
3366,https://github.com/SignalR/SignalR.Redis,SignalR.Redis,2012-06-08 06:43:04
3369,https://github.com/antirez/redis,redis,2012-06-08 08:12:02
3372,https://github.com/andymccurdy/redis-py,redis-py,2012-06-08 08:12:48
3375,https://github.com/monnand/redis.go,redis.go,2012-06-08 08:45:32
3378,https://github.com/kusor/node-workflow-redis-backend,node-workflow-redis-backend,2012-06-08 09:05:47
3381,https://github.com/andymccurdy/redis-py,redis-py,2012-06-08 09:20:40
3384,https://github.com/antirez/redis,redis,2012-06-08 10:10:17
3387,https://github.com/thomasvandoren/puppet-redis,puppet-redis,2012-06-08 10:23:57
3390,https://github.com/BenjieGillam/backbone-redis-store,backbone-redis-store,2012-06-08 13:26:03
3393,https://github.com/indexzero/nconf-redis,nconf-redis,2012-06-08 13:26:28
3396,https://github.com/redis/redis-rb,redis-rb,2012-06-08 15:25:17
3399,https://github.com/andymccurdy/redis-py,redis-py,2012-06-08 19:21:09
3402,https://github.com/defunkt/redis-namespace,redis-namespace,2012-06-08 20:13:55
3405,https://github.com/redis/redis-rb,redis-rb,2012-06-08 20:14:23
3408,https://github.com/antirez/redis,redis,2012-06-09 03:23:20
3411,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-06-09 03:52:58
3414,https://github.com/nrk/predis,predis,2012-06-09 04:38:30
3417,https://github.com/antirez/redis,redis,2012-06-09 07:26:50
3420,https://github.com/alexmchale/try.redis,try.redis,2012-06-09 08:51:14
3423,https://github.com/bwlewis/doRedis,doRedis,2012-06-09 21:18:53
3426,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-06-09 23:41:47
3429,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-06-10 00:58:54
3432,https://github.com/antirez/redis,redis,2012-06-10 06:06:53
3435,https://github.com/antirez/hiredis,hiredis,2012-06-10 06:09:12
3438,https://github.com/pietern/hiredis-py,hiredis-py,2012-06-10 06:09:33
3441,https://github.com/fiorix/txredisapi,txredisapi,2012-06-10 08:22:06
3444,https://github.com/forhappy/pyredis,pyredis,2012-06-10 09:02:58
3447,https://github.com/dzhus/snaplet-redis,snaplet-redis,2012-06-10 09:08:29
3450,https://github.com/ionelmc/django-redisboard,django-redisboard,2012-06-10 15:27:33
3453,https://github.com/snc/SncRedisBundle,SncRedisBundle,2012-06-10 20:20:02
3456,https://github.com/gilles/redis-munin,redis-munin,2012-06-10 21:59:41
3459,https://github.com/antirez/hiredis,hiredis,2012-06-10 23:52:07
3462,https://github.com/nrk/redis-lua,redis-lua,2012-06-11 01:06:38
3465,https://github.com/shirro/node_redis_lua,node_redis_lua,2012-06-11 01:07:46
3468,https://github.com/brianwatling/redispp,redispp,2012-06-11 02:40:37
3471,https://github.com/antirez/hiredis,hiredis,2012-06-11 02:41:06
3474,https://github.com/andymccurdy/redis-py,redis-py,2012-06-11 06:30:51
3477,https://github.com/coleifer/redis-completion,redis-completion,2012-06-11 07:05:11
3480,https://github.com/tanin47/ruby_redis_lock,ruby_redis_lock,2012-06-11 08:23:08
3483,https://github.com/numan/ReDiS,ReDiS,2012-06-11 09:13:00
3486,https://github.com/9apps/ReDiS,ReDiS,2012-06-11 09:14:11
3489,https://github.com/nicolasff/phpredis,phpredis,2012-06-11 12:08:34
3492,https://github.com/contextoptional/redis-config,redis-config,2012-06-11 12:59:50
3495,https://github.com/whazzmaster/guard-redis,guard-redis,2012-06-11 14:41:21
