is_data_statistics,repo,terms,url
True,berg/anapirangeadapter,anapirangeadapter,http://github.com/berg/anapirangeadapter
True,genba/openshift-django-example,openshift django example,http://github.com/genba/openshift-django-example
True,smrq/euler-haskell,euler haskell,http://github.com/smrq/euler-haskell
True,djknoll/liferay-samples-reviewed,liferay samples reviewed,http://github.com/djknoll/liferay-samples-reviewed
True,julianbenavides/directeddiffusion,directeddiffusion,http://github.com/julianbenavides/directeddiffusion
True,ddononi/watermanager,watermanager,http://github.com/ddononi/watermanager
True,ryota-kurosawa/inventory-management,inventory management,http://github.com/ryota-kurosawa/inventory-management
True,egawata/gtksample,gtksample,http://github.com/egawata/gtksample
True,cpluspluscom/dev-tools,dev tools,http://github.com/cpluspluscom/dev-tools
True,uplusplus/greendroid,greendroid,http://github.com/uplusplus/greendroid
True,tiepictu/barcode-viet-scanner,barcode viet scanner,http://github.com/tiepictu/barcode-viet-scanner
True,rmukhammadiev/guidline,guidline,http://github.com/rmukhammadiev/guidline
True,onlysumon/exammanagementsystem,exammanagementsystem,http://github.com/onlysumon/exammanagementsystem
True,lightguard/writeadapt-lightguard,writeadapt lightguard,http://github.com/lightguard/writeadapt-lightguard
True,kissi/simple-private-messages,simple private messages,http://github.com/kissi/simple-private-messages
True,vorlandi/jquery-timepicker-addon,jquery timepicker addon,http://github.com/vorlandi/jquery-timepicker-addon
True,robobob/sampletheme,sampletheme,http://github.com/robobob/sampletheme
True,mkemmerer/twitter_sample,twitter sample,http://github.com/mkemmerer/twitter_sample
True,mips/frameworks-opt-datetimepicker,frameworks opt datetimepicker,http://github.com/mips/frameworks-opt-datetimepicker
True,intrepidusgroup/anylfest,anylfest,http://github.com/intrepidusgroup/anylfest
True,codylieu/example_browser,example browser,http://github.com/codylieu/example_browser
True,mooniedan/webworks-samples,webworks samples,http://github.com/mooniedan/webworks-samples
True,muskose/nodejs-dynamic-rest-api,nodejs dynamic rest api,http://github.com/muskose/nodejs-dynamic-rest-api
True,tokoik/ggsample10,ggsample ,http://github.com/tokoik/ggsample10
True,solidline/puppet-reattach-to-user-namespace,puppet reattach to user namespace,http://github.com/solidline/puppet-reattach-to-user-namespace
True,tarunks/sampleapps,sampleapps,http://github.com/tarunks/sampleapps
True,rynr/jmx-example,jmx example,http://github.com/rynr/jmx-example
True,torandu/cookbook-sas2ircu,cookbook sas2ircu,http://github.com/torandu/cookbook-sas2ircu
True,tsim/examples,examples,http://github.com/tsim/examples
True,langhai/awesomepie,awesomepie,http://github.com/langhai/awesomepie
True,magnusfeuer/multimarkdown,multimarkdown,http://github.com/magnusfeuer/multimarkdown
True,ilovejs/newspaper,newspaper,http://github.com/ilovejs/newspaper
True,juliangruber/multilevel-http,multilevel http,http://github.com/juliangruber/multilevel-http
True,championl/cloudfoundry-samples,cloudfoundry samples,http://github.com/championl/cloudfoundry-samples
True,nizze/restangular,restangular,http://github.com/nizze/restangular
True,tdaw61/sample_app,sample app,http://github.com/tdaw61/sample_app
True,ja-som/xposedappsettings,xposedappsettings,http://github.com/ja-som/xposedappsettings
True,aspdotnet44/pawan,pawan,http://github.com/aspdotnet44/pawan
True,jguerinet/examples-primes,examples primes,http://github.com/jguerinet/examples-primes
True,sirdyf/jadapter,jadapter,http://github.com/sirdyf/jadapter
True,mayanktinu/samplechef,samplechef,http://github.com/mayanktinu/samplechef
True,kehao/rabbitmq-erlang-client-examples,rabbitmq erlang client examples,http://github.com/kehao/rabbitmq-erlang-client-examples
True,bennybaruba/arcgis-samples-flex,arcgis samples flex,http://github.com/bennybaruba/arcgis-samples-flex
True,sudhirsb2003/message,message,http://github.com/sudhirsb2003/message
True,epictetus/heroku_cloud_backup,heroku cloud backup,http://github.com/epictetus/heroku_cloud_backup
True,sonhuytran/project_euler_net,project euler net,http://github.com/sonhuytran/project_euler_net
True,djz-code/cocoasoundcloudapi,cocoasoundcloudapi,http://github.com/djz-code/cocoasoundcloudapi
True,natanovia/mobilewebsimulator,mobilewebsimulator,http://github.com/natanovia/mobilewebsimulator
True,outright/outright_api_samples,outright api samples,http://github.com/outright/outright_api_samples
True,jussi-kalliokoski/makejs,makejs,http://github.com/jussi-kalliokoski/makejs
True,sofakante/jmd,jmd,http://github.com/sofakante/jmd
True,jca-bookkeeping-services/application,application,http://github.com/jca-bookkeeping-services/application
True,clementgautier/symfony-standard,symfony standard,http://github.com/clementgautier/symfony-standard
True,schilumula/sample_app,sample app,http://github.com/schilumula/sample_app
True,rlevin/project-euler,project euler,http://github.com/rlevin/project-euler
True,csalazart/symfony-standard,symfony standard,http://github.com/csalazart/symfony-standard
True,cloudninja/sample_app,sample app,http://github.com/cloudninja/sample_app
True,aka2006/fruit.filemanager,fruit filemanager,http://github.com/aka2006/fruit.filemanager
True,throughbeingjulian/btransithelper,btransithelper,http://github.com/throughbeingjulian/btransithelper
True,igorclark/exportagram,exportagram,http://github.com/igorclark/exportagram
True,gauss007/supertab,supertab,http://github.com/gauss007/supertab
True,ndelage/message-example,message example,http://github.com/ndelage/message-example
True,vinodstanur/dft-based-audio-spectrum-analyzer-using-atmega32-and-16x2-lcd,dft based audio spectrum analyzer using atmega  and  x2 lcd,http://github.com/vinodstanur/dft-based-audio-spectrum-analyzer-using-atmega32-and-16x2-lcd
True,nagineni/crosswalk,crosswalk,http://github.com/nagineni/crosswalk
True,gruntjs/example-subgrunt,example subgrunt,http://github.com/gruntjs/example-subgrunt
True,epicwhale/mongodb-odm-documentation,mongodb odm documentation,http://github.com/epicwhale/mongodb-odm-documentation
True,unylyypadavan/adduser-ldap,adduser ldap,http://github.com/unylyypadavan/adduser-ldap
True,berlimioz/contrats-francais,contrats francais,http://github.com/berlimioz/contrats-francais
True,alex9/projectmanagement,projectmanagement,http://github.com/alex9/projectmanagement
True,natalbloom/sample_app,sample app,http://github.com/natalbloom/sample_app
True,silkentrance/nss-pam-ldap,nss pam ldap,http://github.com/silkentrance/nss-pam-ldap
True,ahpook/puppet-ruby-dsl-examples,puppet ruby dsl examples,http://github.com/ahpook/puppet-ruby-dsl-examples
True,epicyon/sovereign,sovereign,http://github.com/epicyon/sovereign
True,mohammedfarag/dotnetopenauth.samples,dotnetopenauth samples,http://github.com/mohammedfarag/dotnetopenauth.samples
True,cmcfarlen/samples,samples,http://github.com/cmcfarlen/samples
True,dailycred/ios-example,ios example,http://github.com/dailycred/ios-example
True,watmeto/contactmanager,contactmanager,http://github.com/watmeto/contactmanager
True,sukumargv/cssfilterlab,cssfilterlab,http://github.com/sukumargv/cssfilterlab
True,dgleich/matlab-bgl,matlab bgl,http://github.com/dgleich/matlab-bgl
True,dapasoft/webservice,webservice,http://github.com/dapasoft/webservice
True,epstanny/mgcr271a,mgcr a,http://github.com/epstanny/mgcr271a
True,cyrillwork/helloworldapplet,helloworldapplet,http://github.com/cyrillwork/helloworldapplet
True,bits-sass/utils-layout,utils layout,http://github.com/bits-sass/utils-layout
True,rebuy-de/coding-standards,coding standards,http://github.com/rebuy-de/coding-standards
True,rudek-consulting/liftdataadapter,liftdataadapter,http://github.com/rudek-consulting/liftdataadapter
True,designeng/efq_example,efq example,http://github.com/designeng/efq_example
True,wikimedia/mediawiki-extensions-semanticsignup,mediawiki extensions semanticsignup,http://github.com/wikimedia/mediawiki-extensions-semanticsignup
True,ezeacolo/backbonejsmodalview,backbonejsmodalview,http://github.com/ezeacolo/backbonejsmodalview
True,labeneko/nageyari,nageyari,http://github.com/labeneko/nageyari
True,piojo/vsc-ldap,vsc ldap,http://github.com/piojo/vsc-ldap
True,taz-uker/sample_app,sample app,http://github.com/taz-uker/sample_app
True,trentsh1/sample_app_2nd_ed,sample app 2nd ed,http://github.com/trentsh1/sample_app_2nd_ed
True,stanov/projecteuler,projecteuler,http://github.com/stanov/projecteuler
True,centuryglorion/fileexplorer,fileexplorer,http://github.com/centuryglorion/fileexplorer
True,horstmumpitz/instantambient,instantambient,http://github.com/horstmumpitz/instantambient
True,jasoncartercs/test,test,http://github.com/jasoncartercs/test
True,canteuladev/streamlinejs,streamlinejs,http://github.com/canteuladev/streamlinejs
True,rongjiechen/dlcimagepickercontroller,dlcimagepickercontroller,http://github.com/rongjiechen/dlcimagepickercontroller
True,jempolkucing/springmailmanagement,springmailmanagement,http://github.com/jempolkucing/springmailmanagement
True,sergeymaas/sample,sample,http://github.com/sergeymaas/sample
True,simo81/android_graphics_example,android graphics example,http://github.com/simo81/android_graphics_example
True,debalguha/keywordassasin,keywordassasin,http://github.com/debalguha/keywordassasin
True,julianoliver/the-artvertiser,the artvertiser,http://github.com/julianoliver/the-artvertiser
True,6feetsong/pandas,pandas,http://github.com/6feetsong/pandas
True,sunetra/sample_repo,sample repo,http://github.com/sunetra/sample_repo
True,bento99/samples,samples,http://github.com/bento99/samples
True,rally25rs/kendowcfsample,kendowcfsample,http://github.com/rally25rs/kendowcfsample
True,vovochka40in/sample_app,sample app,http://github.com/vovochka40in/sample_app
True,pxiq/nodejs-pub-sub-chat-demo,nodejs pub sub chat demo,http://github.com/pxiq/nodejs-pub-sub-chat-demo
True,ahmadawais/jquery.adaptive-backgrounds.js,jquery adaptive backgrounds js,http://github.com/ahmadawais/jquery.adaptive-backgrounds.js
True,melisabok/node-samples,node samples,http://github.com/melisabok/node-samples
True,iamdanielkim/gherkin-editor,gherkin editor,http://github.com/iamdanielkim/gherkin-editor
True,lyssas/frost,frost,http://github.com/lyssas/frost
True,nagark16/spring-security,spring security,http://github.com/nagark16/spring-security
True,benfitzpatrick/weatherama_original,weatherama original,http://github.com/benfitzpatrick/weatherama_original
True,xilitolabs868/sample_app,sample app,http://github.com/xilitolabs868/sample_app
True,hossbros/dayz-epidemic,dayz epidemic,http://github.com/hossbros/dayz-epidemic
True,minineuron/nodejs-express-mongoose-demo,nodejs express mongoose demo,http://github.com/minineuron/nodejs-express-mongoose-demo
True,nagilum/psr-soms-amendment,psr soms amendment,http://github.com/nagilum/psr-soms-amendment
True,harshavardhana/lm-examples,lm examples,http://github.com/harshavardhana/lm-examples
True,pfgray/nodejs-plugin-netbeans,nodejs plugin netbeans,http://github.com/pfgray/nodejs-plugin-netbeans
True,emidln/django-bitfield,django bitfield,http://github.com/emidln/django-bitfield
True,dilizarov/exampleblog,exampleblog,http://github.com/dilizarov/exampleblog
True,guoger/dcdc-standalone,dcdc standalone,http://github.com/guoger/dcdc-standalone
True,zedxter/sample_app,sample app,http://github.com/zedxter/sample_app
True,wrsyed/monodroid-samples,monodroid samples,http://github.com/wrsyed/monodroid-samples
True,noam3127/gitexample,gitexample,http://github.com/noam3127/gitexample
True,jahbrewski/maple-and-oak,maple and oak,http://github.com/jahbrewski/maple-and-oak
True,snumano/php5-nginx-vagrant-sample,php5 nginx vagrant sample,http://github.com/snumano/php5-nginx-vagrant-sample
True,jingnihu/sample_app,sample app,http://github.com/jingnihu/sample_app
True,salachari/facebook4j-oauth-example,facebook4j oauth example,http://github.com/salachari/facebook4j-oauth-example
True,freegenie/datepicker,datepicker,http://github.com/freegenie/datepicker
True,lastdream2013/userchromejs-1,userchromejs 1,http://github.com/lastdream2013/userchromejs-1
True,greejose/janrain-sample-code,janrain sample code,http://github.com/greejose/janrain-sample-code
True,ndkhoiits/stanford-machine-learning,stanford machine learning,http://github.com/ndkhoiits/stanford-machine-learning
True,brianclark20/sample_app,sample app,http://github.com/brianclark20/sample_app
True,phenominam/timelinejs,timelinejs,http://github.com/phenominam/timelinejs
True,duanhong/mobile-samples,mobile samples,http://github.com/duanhong/mobile-samples
True,devlost/sample_app,sample app,http://github.com/devlost/sample_app
True,krishh4u/ipp_sample_code,ipp sample code,http://github.com/krishh4u/ipp_sample_code
True,fazar/sampleproject,sampleproject,http://github.com/fazar/sampleproject
True,angelieangel/sample_app,sample app,http://github.com/angelieangel/sample_app
True,skhurram/mbrainz-sample,mbrainz sample,http://github.com/skhurram/mbrainz-sample
True,epictetus/heroku_config_vars,heroku config vars,http://github.com/epictetus/heroku_config_vars
True,rorlab/i18n-timezones,i n timezones,http://github.com/rorlab/i18n-timezones
True,santoshbhima/azure-sdk-for-java-samples,azure sdk for java samples,http://github.com/santoshbhima/azure-sdk-for-java-samples
True,kebot/liquidluck,liquidluck,http://github.com/kebot/liquidluck
True,eper/kendo-examples-asp-net-mvc,kendo examples asp net mvc,http://github.com/eper/kendo-examples-asp-net-mvc
True,mallowtech/messagestableviewcontroller,messagestableviewcontroller,http://github.com/mallowtech/messagestableviewcontroller
True,joenoon/sass-rails,sass rails,http://github.com/joenoon/sass-rails
True,nomusan/gitexample,gitexample,http://github.com/nomusan/gitexample
True,rohanmathur/todo,todo,http://github.com/rohanmathur/todo
True,primarda/sample_app,sample app,http://github.com/primarda/sample_app
True,justaddwater71/liblinearmanager,liblinearmanager,http://github.com/justaddwater71/liblinearmanager
True,daaquan/cakestrap-manager-module,cakestrap manager module,http://github.com/daaquan/cakestrap-manager-module
True,laskuma/sample_app,sample app,http://github.com/laskuma/sample_app
True,georgek/bignums,bignums,http://github.com/georgek/bignums
True,pioprosenma/the-message-download,the message download,http://github.com/pioprosenma/the-message-download
True,anthonyterra/mvc-4-bootstrap-example,mvc 4 bootstrap example,http://github.com/anthonyterra/mvc-4-bootstrap-example
True,silverorange/nowplaying,nowplaying,http://github.com/silverorange/nowplaying
True,salsa-dev/sagenb,sagenb,http://github.com/salsa-dev/sagenb
True,coodit/simpleworkflowmanager,simpleworkflowmanager,http://github.com/coodit/simpleworkflowmanager
True,standersnerdery/troutmapper,troutmapper,http://github.com/standersnerdery/troutmapper
True,manyrootsofallevil/mnemonic,mnemonic,http://github.com/manyrootsofallevil/mnemonic
True,roboter/slim-i18n-working-example,slim i n working example,http://github.com/roboter/slim-i18n-working-example
True,yao89/lick-my-sass,lick my sass,http://github.com/yao89/lick-my-sass
True,iceboeh/sample_app,sample app,http://github.com/iceboeh/sample_app
True,joshua/puppet-cloudapp,puppet cloudapp,http://github.com/joshua/puppet-cloudapp
True,tanchez1236/android-code-examples,android code examples,http://github.com/tanchez1236/android-code-examples
True,martincarroll87/windows,windows,http://github.com/martincarroll87/windows
True,gtrujillop/sample_app,sample app,http://github.com/gtrujillop/sample_app
True,michaelcurrie/segwormmatlabclasses,segwormmatlabclasses,http://github.com/michaelcurrie/segwormmatlabclasses
True,xhrislee/barclamp-clouderamanager,barclamp clouderamanager,http://github.com/xhrislee/barclamp-clouderamanager
True,iwaffles/iwaffles.github.com,iwaffles github com,http://github.com/iwaffles/iwaffles.github.com
True,standupguys/stand-up-guys-furniture-removal-services-in-atlanta,stand up guys furniture removal services in atlanta,http://github.com/standupguys/stand-up-guys-furniture-removal-services-in-atlanta
True,nagogus/front-end-developer-interview-questions,front end developer interview questions,http://github.com/nagogus/front-end-developer-interview-questions
True,andypol/android-samples,android samples,http://github.com/andypol/android-samples
True,m-j/dice-simulator,dice simulator,http://github.com/m-j/dice-simulator
True,tacaswell/pandas,pandas,http://github.com/tacaswell/pandas
True,fullkawa/cakephp-tdd2-sample,cakephp tdd2 sample,http://github.com/fullkawa/cakephp-tdd2-sample
True,thejackcarter/sample,sample,http://github.com/thejackcarter/sample
True,opentelecoms-org/nagios-sip-plugin,nagios sip plugin,http://github.com/opentelecoms-org/nagios-sip-plugin
True,alishastant/alishastant.github.com,alishastant github com,http://github.com/alishastant/alishastant.github.com
True,ikstewa/kiss-webapp-example,kiss webapp example,http://github.com/ikstewa/kiss-webapp-example
True,rudra-battu/sample1,sample1,http://github.com/rudra-battu/sample1
True,ben-eb/uncss,uncss,http://github.com/ben-eb/uncss
True,nottiyath/shortdistance,shortdistance,http://github.com/nottiyath/shortdistance
True,bartelt/sample_app,sample app,http://github.com/bartelt/sample_app
True,kkreddy427/hadoop-adaptor,hadoop adaptor,http://github.com/kkreddy427/hadoop-adaptor
True,gabrielsguilherme/samples,samples,http://github.com/gabrielsguilherme/samples
True,ampledata/knife-lastrun,knife lastrun,http://github.com/ampledata/knife-lastrun
True,ianpalencar/dotfiles,dotfiles,http://github.com/ianpalencar/dotfiles
True,lieutdan13/nagios-memory,nagios memory,http://github.com/lieutdan13/nagios-memory
True,chetandr/sampletest,sampletest,http://github.com/chetandr/sampletest
True,k4jt/salesagent,salesagent,http://github.com/k4jt/salesagent
True,pepijndevos/core.logic,core logic,http://github.com/pepijndevos/core.logic
True,deathed/userchromejs,userchromejs,http://github.com/deathed/userchromejs
True,hexdata/aliecsagent,aliecsagent,http://github.com/hexdata/aliecsagent
True,sasnoodle/xn_cs_export,xn cs export,http://github.com/sasnoodle/xn_cs_export
True,webos-devrel/jsapi-examples,jsapi examples,http://github.com/webos-devrel/jsapi-examples
True,eller86/requirejs-dependency-plugin,requirejs dependency plugin,http://github.com/eller86/requirejs-dependency-plugin
True,kumarldh/jquery-xml-parser-example,jquery xml parser example,http://github.com/kumarldh/jquery-xml-parser-example
True,donald-pinckney/em-simulator,em simulator,http://github.com/donald-pinckney/em-simulator
True,minimus/simple-ads-manager,simple ads manager,http://github.com/minimus/simple-ads-manager
True,tuannambk/contactsample,contactsample,http://github.com/tuannambk/contactsample
True,gopalsr/sample,sample,http://github.com/gopalsr/sample
True,cardapioonline/confraria,confraria,http://github.com/cardapioonline/confraria
True,marcusasplund/nodequery,nodequery,http://github.com/marcusasplund/nodequery
True,telekomatrix/jo,jo,http://github.com/telekomatrix/jo
True,shineit/ios7-sampler,ios7 sampler,http://github.com/shineit/ios7-sampler
True,shadyvb/wordpress-coding-standards,wordpress coding standards,http://github.com/shadyvb/wordpress-coding-standards
True,pbatorre/activerecord-sqlserver-adapter,activerecord sqlserver adapter,http://github.com/pbatorre/activerecord-sqlserver-adapter
True,ltg-uic/paws,paws,http://github.com/ltg-uic/paws
True,yourowndisaster09/django-satchmo-tools,django satchmo tools,http://github.com/yourowndisaster09/django-satchmo-tools
True,sozial/sample,sample,http://github.com/sozial/sample
True,sasidhar/sasidhar.github.io,sasidhar github io,http://github.com/sasidhar/sasidhar.github.io
True,travis4all/cruveejs,cruveejs,http://github.com/travis4all/cruveejs
True,harishajmeri/sample_app,sample app,http://github.com/harishajmeri/sample_app
True,10layer/bootstrap-datepicker,bootstrap datepicker,http://github.com/10layer/bootstrap-datepicker
True,epictetus/rails_autolink,rails autolink,http://github.com/epictetus/rails_autolink
True,cloudappsetup/pie,pie,http://github.com/cloudappsetup/pie
True,yonlin/assets-management,assets management,http://github.com/yonlin/assets-management
True,darthjee/nodejs-test,nodejs test,http://github.com/darthjee/nodejs-test
True,subhajitdatta/api-samples,api samples,http://github.com/subhajitdatta/api-samples
True,snakeman200/snakepit,snakepit,http://github.com/snakeman200/snakepit
True,nakaji/androidbindingsample,androidbindingsample,http://github.com/nakaji/androidbindingsample
True,ryanatallah/sample_app2,sample app2,http://github.com/ryanatallah/sample_app2
True,thijsdezoete/instant-bootstrap,instant bootstrap,http://github.com/thijsdezoete/instant-bootstrap
True,joshuashen/exomepipe,exomepipe,http://github.com/joshuashen/exomepipe
True,sandromancuso/sample_app,sample app,http://github.com/sandromancuso/sample_app
True,swannman/arduino-sample,arduino sample,http://github.com/swannman/arduino-sample
True,josbeekmans/sample_app,sample app,http://github.com/josbeekmans/sample_app
True,pzorn/symfony-standard,symfony standard,http://github.com/pzorn/symfony-standard
True,arnavawasthi/laravel-sample,laravel sample,http://github.com/arnavawasthi/laravel-sample
True,ariefmanggalaputra/sample_app,sample app,http://github.com/ariefmanggalaputra/sample_app
True,dendrox/sample_app,sample app,http://github.com/dendrox/sample_app
True,chinggizkhan/sass,sass,http://github.com/chinggizkhan/sass
True,johntom/customermanagerstandard,customermanagerstandard,http://github.com/johntom/customermanagerstandard
True,masonweems/examplesingleview,examplesingleview,http://github.com/masonweems/examplesingleview
True,pombredanne/kunagi,kunagi,http://github.com/pombredanne/kunagi
True,unix-rules/example,example,http://github.com/unix-rules/example
True,gulistanavcil/ocr,ocr,http://github.com/gulistanavcil/ocr
True,amr-elyamany/project-euler,project euler,http://github.com/amr-elyamany/project-euler
True,infinitegraph/webgroupsample,webgroupsample,http://github.com/infinitegraph/webgroupsample
True,bertschneider/cljsvgexample,cljsvgexample,http://github.com/bertschneider/cljsvgexample
True,sasasa/jpmobile,jpmobile,http://github.com/sasasa/jpmobile
True,paulgkeny/ixp-manager,ixp manager,http://github.com/paulgkeny/ixp-manager
True,godiard/classroomexplore,classroomexplore,http://github.com/godiard/classroomexplore
True,regrecall/rails-sample-app,rails sample app,http://github.com/regrecall/rails-sample-app
True,synaxon/sshmanager,sshmanager,http://github.com/synaxon/sshmanager
True,hugosvoboda/calendapp,calendapp,http://github.com/hugosvoboda/calendapp
True,teddythetwig/origin-dev-tools,origin dev tools,http://github.com/teddythetwig/origin-dev-tools
True,igortimoshenko/imtdatagridbundle,imtdatagridbundle,http://github.com/igortimoshenko/imtdatagridbundle
True,lacitis/sage,sage,http://github.com/lacitis/sage
True,eflexsystems/timelinejs,timelinejs,http://github.com/eflexsystems/timelinejs
True,danielrizea/requirejs,requirejs,http://github.com/danielrizea/requirejs
True,ashutosh2/java-download-manager,java download manager,http://github.com/ashutosh2/java-download-manager
True,julianjuenemann/sample_app,sample app,http://github.com/julianjuenemann/sample_app
True,hemavenkat/examples,examples,http://github.com/hemavenkat/examples
True,chocochipz/opencart-indonesia,opencart indonesia,http://github.com/chocochipz/opencart-indonesia
True,etouch-foxsports/foxpoc-sample,foxpoc sample,http://github.com/etouch-foxsports/foxpoc-sample
True,m-royster/nodesample,nodesample,http://github.com/m-royster/nodesample
True,mordechai/sample_code,sample code,http://github.com/mordechai/sample_code
True,stuk/messageformat.js,messageformat js,http://github.com/stuk/messageformat.js
True,jaudiolibs/examples,examples,http://github.com/jaudiolibs/examples
True,ericgebhart/thrift-pail-cascalog-example,thrift pail cascalog example,http://github.com/ericgebhart/thrift-pail-cascalog-example
True,mamimu/awesome-window-manager-config,awesome window manager config,http://github.com/mamimu/awesome-window-manager-config
True,trystant/bootstrap,bootstrap,http://github.com/trystant/bootstrap
True,haopeng/sase,sase,http://github.com/haopeng/sase
True,domuk/404wasteland-takistan, wasteland takistan,http://github.com/domuk/404wasteland-takistan
True,rainssong/rainsaslib,rainsaslib,http://github.com/rainssong/rainsaslib
True,voidlizard/repogen,repogen,http://github.com/voidlizard/repogen
True,pureart/first-explorer,first explorer,http://github.com/pureart/first-explorer
True,kaelig/dapper,dapper,http://github.com/kaelig/dapper
True,dev-medisas/medapp,medapp,http://github.com/dev-medisas/medapp
True,hmsintrepide/lanceur-minecraft,lanceur minecraft,http://github.com/hmsintrepide/lanceur-minecraft
True,georgiana-gligor/jquerypp,jquerypp,http://github.com/georgiana-gligor/jquerypp
True,juuulie/sleeping-panthers,sleeping panthers,http://github.com/juuulie/sleeping-panthers
True,edxpdrlab/configuration,configuration,http://github.com/edxpdrlab/configuration
True,udanielaguiarnarede/node-js-sample,node js sample,http://github.com/udanielaguiarnarede/node-js-sample
True,piotrkaczor/version-control-by-example-eric-sink,version control by example eric sink,http://github.com/piotrkaczor/version-control-by-example-eric-sink
True,zezeron/asmediafocusmanager,asmediafocusmanager,http://github.com/zezeron/asmediafocusmanager
True,damienwhaley/jquery-postmessage,jquery postmessage,http://github.com/damienwhaley/jquery-postmessage
True,djrenren/node-ldapjs,node ldapjs,http://github.com/djrenren/node-ldapjs
True,odajay/standards-and-practices,standards and practices,http://github.com/odajay/standards-and-practices
True,saucylemons/sample_app,sample app,http://github.com/saucylemons/sample_app
True,jryancard/dominion-kingdom-deck-maker,dominion kingdom deck maker,http://github.com/jryancard/dominion-kingdom-deck-maker
True,ronzbig1/pursuitsimulation,pursuitsimulation,http://github.com/ronzbig1/pursuitsimulation
True,anagav/samplejs,samplejs,http://github.com/anagav/samplejs
True,opengov/nagios,nagios,http://github.com/opengov/nagios
True,katopz/robotlegs-examples-flickrgallery,robotlegs examples flickrgallery,http://github.com/katopz/robotlegs-examples-flickrgallery
True,anandvenkatesh/pythonsample,pythonsample,http://github.com/anandvenkatesh/pythonsample
True,polleverywhere/message_gateway,message gateway,http://github.com/polleverywhere/message_gateway
True,jorik041/jquerymobile-samples,jquerymobile samples,http://github.com/jorik041/jquerymobile-samples
True,aaronup/bootstrap-datepicker,bootstrap datepicker,http://github.com/aaronup/bootstrap-datepicker
True,marschall/jboss-sasl,jboss sasl,http://github.com/marschall/jboss-sasl
True,robsonw/ios7-sampler,ios7 sampler,http://github.com/robsonw/ios7-sampler
True,aleksandars/phonegap-android-example,phonegap android example,http://github.com/aleksandars/phonegap-android-example
True,simonhub/datepicker-for-bootstrap,datepicker for bootstrap,http://github.com/simonhub/datepicker-for-bootstrap
True,afei418/7-days-nodejs,7 days nodejs,http://github.com/afei418/7-days-nodejs
True,denrenchen/bootstrap-datepicker,bootstrap datepicker,http://github.com/denrenchen/bootstrap-datepicker
True,teampoop/episode-213,episode  ,http://github.com/teampoop/episode-213
True,ddany/urlmanager,urlmanager,http://github.com/ddany/urlmanager
True,bluebrook/standards-and-practices,standards and practices,http://github.com/bluebrook/standards-and-practices
True,iamzet/anjlab.com,anjlab com,http://github.com/iamzet/anjlab.com
True,yuratsim/tsimbolynets1,tsimbolynets1,http://github.com/yuratsim/tsimbolynets1
True,christianb/simple-private-messages,simple private messages,http://github.com/christianb/simple-private-messages
True,siddrtm/hospital-management-system,hospital management system,http://github.com/siddrtm/hospital-management-system
True,pawelmarc/ladda,ladda,http://github.com/pawelmarc/ladda
True,komalm05/boilerplatejs,boilerplatejs,http://github.com/komalm05/boilerplatejs
True,aberke/thinkfulsampleprojectpage,thinkfulsampleprojectpage,http://github.com/aberke/thinkfulsampleprojectpage
True,revington/snipmate-nodejs,snipmate nodejs,http://github.com/revington/snipmate-nodejs
True,pkhabi/ansible-examples,ansible examples,http://github.com/pkhabi/ansible-examples
True,zerdah/epiceditor,epiceditor,http://github.com/zerdah/epiceditor
True,jelmar/ejlabnet,ejlabnet,http://github.com/jelmar/ejlabnet
True,danven/pinterestplus,pinterestplus,http://github.com/danven/pinterestplus
True,ankit8898/sample_rubymotion_app,sample rubymotion app,http://github.com/ankit8898/sample_rubymotion_app
True,konapun/dotplot-generator-advanced,dotplot generator advanced,http://github.com/konapun/dotplot-generator-advanced
True,stationkeeping/osx,osx,http://github.com/stationkeeping/osx
True,gocevskam/sample_app,sample app,http://github.com/gocevskam/sample_app
True,sheetaluk/data_science_class_examples,data science class examples,http://github.com/sheetaluk/data_science_class_examples
True,dapstr/frank,frank,http://github.com/dapstr/frank
True,sparkhoom/gridapp,gridapp,http://github.com/sparkhoom/gridapp
True,dotjoel/bootstrap-datetimepicker,bootstrap datetimepicker,http://github.com/dotjoel/bootstrap-datetimepicker
True,dlobue/nagiosplugin,nagiosplugin,http://github.com/dlobue/nagiosplugin
True,lemenkov/libdmg-hfsplus,libdmg hfsplus,http://github.com/lemenkov/libdmg-hfsplus
True,leadsplus/openjs-grid,openjs grid,http://github.com/leadsplus/openjs-grid
True,ivanzhdanov/pharo-by-example-ru,pharo by example ru,http://github.com/ivanzhdanov/pharo-by-example-ru
True,dwilkie/tropo_message,tropo message,http://github.com/dwilkie/tropo_message
True,jeremybaumont/nagios-plugin-mongodb,nagios plugin mongodb,http://github.com/jeremybaumont/nagios-plugin-mongodb
True,korjavin/opencart2prestashop,opencart2prestashop,http://github.com/korjavin/opencart2prestashop
True,langmi/spring-batch-examples-listeners,spring batch examples listeners,http://github.com/langmi/spring-batch-examples-listeners
True,sebahuber/sample_app,sample app,http://github.com/sebahuber/sample_app
True,yuvarajuboligorla/groupapp,groupapp,http://github.com/yuvarajuboligorla/groupapp
True,canuckistani/itchpad,itchpad,http://github.com/canuckistani/itchpad
True,doap/jquery.datetimepicker,jquery datetimepicker,http://github.com/doap/jquery.datetimepicker
True,conorbranagan/dotfiles,dotfiles,http://github.com/conorbranagan/dotfiles
