is_editors,repo,terms,url
True,wh1tew0lf/emacs-features,emacs features,http://github.com/wh1tew0lf/emacs-features
True,joeswindell/customertrack,customertrack,http://github.com/joeswindell/customertrack
True,merhipsramse/torrent-axara-video-converter,torrent axara video converter,http://github.com/merhipsramse/torrent-axara-video-converter
True,managedit/openstack-openstackx-ubuntu,openstack openstackx ubuntu,http://github.com/managedit/openstack-openstackx-ubuntu
True,emacsmirror/html-php,html php,http://github.com/emacsmirror/html-php
True,frodenas/cf-node-sample,cf node sample,http://github.com/frodenas/cf-node-sample
True,scriptcs-contrib/scriptcs-servicestack,scriptcs servicestack,http://github.com/scriptcs-contrib/scriptcs-servicestack
True,petitviolet/sonictemplate-vim,sonictemplate vim,http://github.com/petitviolet/sonictemplate-vim
True,bob-frost/spree-reviews,spree reviews,http://github.com/bob-frost/spree-reviews
True,arvinsim/caverphone,caverphone,http://github.com/arvinsim/caverphone
True,travisnealwright/to_do_app2,to do app2,http://github.com/travisnealwright/to_do_app2
True,savinay/bootstrap-3-typeahead,bootstrap 3 typeahead,http://github.com/savinay/bootstrap-3-typeahead
True,viniciuswebdev/js-async-storage,js async storage,http://github.com/viniciuswebdev/js-async-storage
True,erolmutlu/android_dalvik,android dalvik,http://github.com/erolmutlu/android_dalvik
True,leonidlm/fog,fog,http://github.com/leonidlm/fog
True,mboers/mail_view,mail view,http://github.com/mboers/mail_view
True,devillxy/test,test,http://github.com/devillxy/test
True,davidquer/hw4_rottenpotatoes,hw4 rottenpotatoes,http://github.com/davidquer/hw4_rottenpotatoes
True,balthisar/notepad-plus-plus-scss-syntax-highlighting,notepad plus plus scss syntax highlighting,http://github.com/balthisar/notepad-plus-plus-scss-syntax-highlighting
True,sam3434/eshop,eshop,http://github.com/sam3434/eshop
True,ravidalli/test001,test ,http://github.com/ravidalli/test001
True,yuranevmer/supertableview,supertableview,http://github.com/yuranevmer/supertableview
True,kozko2001/mhpagingscrollview,mhpagingscrollview,http://github.com/kozko2001/mhpagingscrollview
True,snuffie/rails4-bootstrap-devise-cancan-omniauth,rails4 bootstrap devise cancan omniauth,http://github.com/snuffie/rails4-bootstrap-devise-cancan-omniauth
True,giantrobot/civicrm-core,civicrm core,http://github.com/giantrobot/civicrm-core
True,hoagy-davis-digges/flaming-octo-robot,flaming octo robot,http://github.com/hoagy-davis-digges/flaming-octo-robot
True,dodgio/sample_project,sample project,http://github.com/dodgio/sample_project
True,nxzhou91/drag-sort-listview,drag sort listview,http://github.com/nxzhou91/drag-sort-listview
True,hackhands/rails3-devise-ajax-login,rails3 devise ajax login,http://github.com/hackhands/rails3-devise-ajax-login
True,zvineyard/wordpress-google-calendar-html,wordpress google calendar html,http://github.com/zvineyard/wordpress-google-calendar-html
True,emacsmirror/inferior-pop-mode,inferior pop mode,http://github.com/emacsmirror/inferior-pop-mode
True,taginterativa/sublimevideo_rails,sublimevideo rails,http://github.com/taginterativa/sublimevideo_rails
True,mazimuhlari/hlavi,hlavi,http://github.com/mazimuhlari/hlavi
True,jhchabran/old-emacs,old emacs,http://github.com/jhchabran/old-emacs
True,dnouche/sample_app,sample app,http://github.com/dnouche/sample_app
True,zymbiosis/android_device_motorola_omap4-common,android device motorola omap4 common,http://github.com/zymbiosis/android_device_motorola_omap4-common
True,ybotspawn/editor,editor,http://github.com/ybotspawn/editor
True,sam198542/tools,tools,http://github.com/sam198542/tools
True,jafierroms/android_packages_apps_samsungservicemode,android packages apps samsungservicemode,http://github.com/jafierroms/android_packages_apps_samsungservicemode
True,vksvicky/ipaddraggable,ipaddraggable,http://github.com/vksvicky/ipaddraggable
True,viljoviitanen/openelec.tv,openelec tv,http://github.com/viljoviitanen/openelec.tv
True,sivartravis/maps,maps,http://github.com/sivartravis/maps
True,bobdiya/sample_app,sample app,http://github.com/bobdiya/sample_app
True,wujiantmac/vis,vis,http://github.com/wujiantmac/vis
True,morefun0302/ticameraview,ticameraview,http://github.com/morefun0302/ticameraview
True,samandra/bitcoin-javascript-miner,bitcoin javascript miner,http://github.com/samandra/bitcoin-javascript-miner
True,mattvisco/nurbs,nurbs,http://github.com/mattvisco/nurbs
True,saine87/nugetexplorercontextmenu,nugetexplorercontextmenu,http://github.com/saine87/nugetexplorercontextmenu
True,vinayjais81/mpdf,mpdf,http://github.com/vinayjais81/mpdf
True,vibes/jasmine-phantom,jasmine phantom,http://github.com/vibes/jasmine-phantom
True,aldrinjavier/musicapp,musicapp,http://github.com/aldrinjavier/musicapp
True,terrycrabb/vimconfig,vimconfig,http://github.com/terrycrabb/vimconfig
True,gavinashun/repo2,repo2,http://github.com/gavinashun/repo2
True,orblivion/pypump,pypump,http://github.com/orblivion/pypump
True,samiullah/myblog,myblog,http://github.com/samiullah/myblog
True,markmurray406/sampleapp,sampleapp,http://github.com/markmurray406/sampleapp
True,karlbright/dotemacs,dotemacs,http://github.com/karlbright/dotemacs
True,rakeshviyak/megahash,megahash,http://github.com/rakeshviyak/megahash
True,invisibleaxm/invisibleaxm,invisibleaxm,http://github.com/invisibleaxm/invisibleaxm
True,mocchira/leofs_client_tests,leofs client tests,http://github.com/mocchira/leofs_client_tests
True,navicto/giant,giant,http://github.com/navicto/giant
True,jeffhandley/nugetapiconsumption,nugetapiconsumption,http://github.com/jeffhandley/nugetapiconsumption
True,bghveding/sublime-text-3-settings,sublime text 3 settings,http://github.com/bghveding/sublime-text-3-settings
True,emacsmirror/enscript,enscript,http://github.com/emacsmirror/enscript
True,childhood/uibadgeview,uibadgeview,http://github.com/childhood/uibadgeview
True,vidhyagp/repotolearn,repotolearn,http://github.com/vidhyagp/repotolearn
True,petersg45/sample_app,sample app,http://github.com/petersg45/sample_app
True,2deviate/trial-tribulation,trial tribulation,http://github.com/2deviate/trial-tribulation
True,achellies/quickreturnlistview,quickreturnlistview,http://github.com/achellies/quickreturnlistview
True,gabileon/laboratorio_2_sd,laboratorio 2 sd,http://github.com/gabileon/laboratorio_2_sd
True,yzprofile/chrome-emacs-mode,chrome emacs mode,http://github.com/yzprofile/chrome-emacs-mode
True,edunham/triviabot,triviabot,http://github.com/edunham/triviabot
True,gabforge/understanding-viewport,understanding viewport,http://github.com/gabforge/understanding-viewport
True,progreen/context-blender,context blender,http://github.com/progreen/context-blender
True,alex-seville/minimap,minimap,http://github.com/alex-seville/minimap
True,mikerussellnz/ipcameraview,ipcameraview,http://github.com/mikerussellnz/ipcameraview
True,marvingreenberg/swig,swig,http://github.com/marvingreenberg/swig
True,bmcgavin/php-jenkins-template,php jenkins template,http://github.com/bmcgavin/php-jenkins-template
True,kevinweil/scribe,scribe,http://github.com/kevinweil/scribe
True,skynowa/vimfiles,vimfiles,http://github.com/skynowa/vimfiles
True,travisbeck/gm,gm,http://github.com/travisbeck/gm
True,silviopaganini/cacildsjs,cacildsjs,http://github.com/silviopaganini/cacildsjs
True,virus-x/storm,storm,http://github.com/virus-x/storm
True,gavinkwoe/ruby-china.org,ruby china org,http://github.com/gavinkwoe/ruby-china.org
True,biazazzvirbuy/torrent-call-to-arms,torrent call to arms,http://github.com/biazazzvirbuy/torrent-call-to-arms
True,bountin/spiffy-navigation,spiffy navigation,http://github.com/bountin/spiffy-navigation
True,longvinhnguyen/sdwebimage,sdwebimage,http://github.com/longvinhnguyen/sdwebimage
True,natikdubovichka/natikdubovichka,natikdubovichka,http://github.com/natikdubovichka/natikdubovichka
True,azanar/vimfiles,vimfiles,http://github.com/azanar/vimfiles
True,superosr/android_device_asus_grouper,android device asus grouper,http://github.com/superosr/android_device_asus_grouper
True,vestrobaa/vim-publish-helper,vim publish helper,http://github.com/vestrobaa/vim-publish-helper
True,mstenta/provision,provision,http://github.com/mstenta/provision
True,tfiner/testreview,testreview,http://github.com/tfiner/testreview
True,jmervine/node-oauth,node oauth,http://github.com/jmervine/node-oauth
True,lorezz/actionscontentview,actionscontentview,http://github.com/lorezz/actionscontentview
True,immanuelsun/sublime-text-2-wordpress,sublime text 2 wordpress,http://github.com/immanuelsun/sublime-text-2-wordpress
True,emaserafini/avian-missing.tmbundle,avian missing tmbundle,http://github.com/emaserafini/avian-missing.tmbundle
True,westonsf/arcgisflexviewertocgroupwidget,arcgisflexviewertocgroupwidget,http://github.com/westonsf/arcgisflexviewertocgroupwidget
True,tatsviana/processing-js,processing js,http://github.com/tatsviana/processing-js
True,joefebrian/event_calendar,event calendar,http://github.com/joefebrian/event_calendar
True,dvigor/geotodo,geotodo,http://github.com/dvigor/geotodo
True,fidn/s3-download-upload-sample,s3 download upload sample,http://github.com/fidn/s3-download-upload-sample
True,hudvin/puppet-playground,puppet playground,http://github.com/hudvin/puppet-playground
True,thirstydevil/flascii_bird,flascii bird,http://github.com/thirstydevil/flascii_bird
True,windhamdavid/iosku,iosku,http://github.com/windhamdavid/iosku
True,giginet/vicinity,vicinity,http://github.com/giginet/vicinity
True,linux-devil/python-apps-for-symbian,python apps for symbian,http://github.com/linux-devil/python-apps-for-symbian
True,ritvik1512/xnu,xnu,http://github.com/ritvik1512/xnu
True,snark/pyatom,pyatom,http://github.com/snark/pyatom
True,eddies5/wcdb,wcdb,http://github.com/eddies5/wcdb
True,log-of-e/mobile-samples,mobile samples,http://github.com/log-of-e/mobile-samples
True,hierro/facebook-aspnet-sample,facebook aspnet sample,http://github.com/hierro/facebook-aspnet-sample
True,burstlam/android_device_samsung_toro,android device samsung toro,http://github.com/burstlam/android_device_samsung_toro
True,svizion/codeigniter-bootstrap,codeigniter bootstrap,http://github.com/svizion/codeigniter-bootstrap
True,atom-machinerule/atoms_qbo_apps,atoms qbo apps,http://github.com/atom-machinerule/atoms_qbo_apps
True,nknytk/safevirsh,safevirsh,http://github.com/nknytk/safevirsh
True,redyk/android_device_huawei_c8813,android device huawei c ,http://github.com/redyk/android_device_huawei_c8813
True,maltize/sublime-text-code-test-switcher,sublime text code test switcher,http://github.com/maltize/sublime-text-code-test-switcher
True,dmaxall/vimfiles,vimfiles,http://github.com/dmaxall/vimfiles
True,rodrigoalvesvieira/eventick-api,eventick api,http://github.com/rodrigoalvesvieira/eventick-api
True,samuelaguilera/jquery-cookie,jquery cookie,http://github.com/samuelaguilera/jquery-cookie
True,zeyuchen/myvim,myvim,http://github.com/zeyuchen/myvim
True,vishvananda/riakapache,riakapache,http://github.com/vishvananda/riakapache
True,offsky/fieldeditors,fieldeditors,http://github.com/offsky/fieldeditors
True,tonydevincenzi/confocus,confocus,http://github.com/tonydevincenzi/confocus
True,smartleos/jquery,jquery,http://github.com/smartleos/jquery
True,alron23/sample_app-3,sample app 3,http://github.com/alron23/sample_app-3
True,esvit/bazalt-admin,bazalt admin,http://github.com/esvit/bazalt-admin
True,samet/teamwork,teamwork,http://github.com/samet/teamwork
True,doozeer/android_device_samsung_n8020,android device samsung n ,http://github.com/doozeer/android_device_samsung_n8020
True,samilaydogan/deneme,deneme,http://github.com/samilaydogan/deneme
True,ltejedor/qanda,qanda,http://github.com/ltejedor/qanda
True,paglu1980/watch-andy-murray-vs-novak-djokovic-live-us-open-final-2012-stream-online,watch andy murray vs novak djokovic live us open final   stream online,http://github.com/paglu1980/watch-andy-murray-vs-novak-djokovic-live-us-open-final-2012-stream-online
True,joegreen0991/ua-parser,ua parser,http://github.com/joegreen0991/ua-parser
True,supervitalspb/lab3,lab3,http://github.com/supervitalspb/lab3
True,projetsuper/testsintegrationvisualiserdetecter,testsintegrationvisualiserdetecter,http://github.com/projetsuper/testsintegrationvisualiserdetecter
True,managedit/kohana-minion-tasks-cache,kohana minion tasks cache,http://github.com/managedit/kohana-minion-tasks-cache
True,servicestackv3/servicestackv3,servicestackv3,http://github.com/servicestackv3/servicestackv3
True,jonathanlink/rnblurmodalview,rnblurmodalview,http://github.com/jonathanlink/rnblurmodalview
True,kirkonrails/vim-setup,vim setup,http://github.com/kirkonrails/vim-setup
True,samjohn/nerdnearby,nerdnearby,http://github.com/samjohn/nerdnearby
True,tlevine/profile,profile,http://github.com/tlevine/profile
True,reddavis/robotnik,robotnik,http://github.com/reddavis/robotnik
True,jirutka/spring-security-oauth-samples,spring security oauth samples,http://github.com/jirutka/spring-security-oauth-samples
True,vim-scripts/blitzbasic-syntax-and-indentation,blitzbasic syntax and indentation,http://github.com/vim-scripts/blitzbasic-syntax-and-indentation
True,artusamak/drupal8-links,drupal8 links,http://github.com/artusamak/drupal8-links
True,hasaki/parcelservice,parcelservice,http://github.com/hasaki/parcelservice
True,leandrolovisolo/metnum-taller1,metnum taller1,http://github.com/leandrolovisolo/metnum-taller1
True,stefanwalther/webpageviewer2,webpageviewer2,http://github.com/stefanwalther/webpageviewer2
True,flokk/simple-invite,simple invite,http://github.com/flokk/simple-invite
True,isongworld/ios7-sampler,ios7 sampler,http://github.com/isongworld/ios7-sampler
True,lucaslegoff/vim-config,vim config,http://github.com/lucaslegoff/vim-config
True,dlangevin/masochism,masochism,http://github.com/dlangevin/masochism
True,lvfeng1130/gs-serving-web-content,gs serving web content,http://github.com/lvfeng1130/gs-serving-web-content
True,skunath/aws_video_manager,aws video manager,http://github.com/skunath/aws_video_manager
True,ezocevila/ezocevila.github.com,ezocevila github com,http://github.com/ezocevila/ezocevila.github.com
True,javierpico/bootstrap-datepicker,bootstrap datepicker,http://github.com/javierpico/bootstrap-datepicker
True,dagrevis/django-filter,django filter,http://github.com/dagrevis/django-filter
True,callmephilip/review,review,http://github.com/callmephilip/review
True,visonforcoding/ghost,ghost,http://github.com/visonforcoding/ghost
True,vitaliyoliynyk/mazovia-charset,mazovia charset,http://github.com/vitaliyoliynyk/mazovia-charset
True,hallojoe/joeblogs,joeblogs,http://github.com/hallojoe/joeblogs
True,skogsbaer/frlayerednavigationcontroller,frlayerednavigationcontroller,http://github.com/skogsbaer/frlayerednavigationcontroller
True,kevinrobayna/webappexample,webappexample,http://github.com/kevinrobayna/webappexample
True,peihu/jedis,jedis,http://github.com/peihu/jedis
True,envisionme/nodewords_profile,nodewords profile,http://github.com/envisionme/nodewords_profile
True,marcobvious/jocselectronics,jocselectronics,http://github.com/marcobvious/jocselectronics
True,jclosure/.vim, vim,http://github.com/jclosure/.vim
True,lukevanin/lvijsonwebservice,lvijsonwebservice,http://github.com/lukevanin/lvijsonwebservice
True,flaviamissi/go-rpc,go rpc,http://github.com/flaviamissi/go-rpc
True,victusfate/debt-clock,debt clock,http://github.com/victusfate/debt-clock
True,jnoody/jshint2.vim,jshint2 vim,http://github.com/jnoody/jshint2.vim
True,dominikwro/sample_app,sample app,http://github.com/dominikwro/sample_app
True,ryanbattles/sample_app,sample app,http://github.com/ryanbattles/sample_app
True,lightcatcher/imageview.jl,imageview jl,http://github.com/lightcatcher/imageview.jl
True,slevinski/iswa_graphite,iswa graphite,http://github.com/slevinski/iswa_graphite
True,lordsngrmkr/node-js-sample,node js sample,http://github.com/lordsngrmkr/node-js-sample
True,alcesleo/wordpress-boilerplate,wordpress boilerplate,http://github.com/alcesleo/wordpress-boilerplate
True,scholarpallavi/jooq,jooq,http://github.com/scholarpallavi/jooq
True,guhl/vision-2635,vision  ,http://github.com/guhl/vision-2635
True,redspider110/android-swipelistview,android swipelistview,http://github.com/redspider110/android-swipelistview
True,deenadayalancs/light-table-playground,light table playground,http://github.com/deenadayalancs/light-table-playground
True,ivied/autobahnandroid,autobahnandroid,http://github.com/ivied/autobahnandroid
True,fbis251/dotvim,dotvim,http://github.com/fbis251/dotvim
True,vincentbesanceney/requests,requests,http://github.com/vincentbesanceney/requests
True,vishaltelangre/webified_cron,webified cron,http://github.com/vishaltelangre/webified_cron
True,samarth1409/sam_app,sam app,http://github.com/samarth1409/sam_app
True,aviishek/puja-parikrama,puja parikrama,http://github.com/aviishek/puja-parikrama
True,stevenluong/paris-metro-viewer,paris metro viewer,http://github.com/stevenluong/paris-metro-viewer
True,kevin-de-coninck/data-caching-framework,data caching framework,http://github.com/kevin-de-coninck/data-caching-framework
True,monochrome/devise_invitable,devise invitable,http://github.com/monochrome/devise_invitable
True,kater169/mbprogresshud,mbprogresshud,http://github.com/kater169/mbprogresshud
True,visnu/hellogit,hellogit,http://github.com/visnu/hellogit
True,ovidiucp/pyscss,pyscss,http://github.com/ovidiucp/pyscss
True,pwavege/http-live-video-stream-segmenter-and-distributor,http live video stream segmenter and distributor,http://github.com/pwavege/http-live-video-stream-segmenter-and-distributor
True,samiranroy/random_scripts,random scripts,http://github.com/samiranroy/random_scripts
True,xi33/sample_app,sample app,http://github.com/xi33/sample_app
True,leonardosalles/mit-license,mit license,http://github.com/leonardosalles/mit-license
True,abbasalim/showcaseviewlibrary,showcaseviewlibrary,http://github.com/abbasalim/showcaseviewlibrary
True,heliopereira/servicestack.examples,servicestack examples,http://github.com/heliopereira/servicestack.examples
True,syklevin/betta-rpc,betta rpc,http://github.com/syklevin/betta-rpc
True,tbooth/bioinvindex,bioinvindex,http://github.com/tbooth/bioinvindex
True,joelhoskin/projecteuler,projecteuler,http://github.com/joelhoskin/projecteuler
True,mattapperson/atom-ternjs,atom ternjs,http://github.com/mattapperson/atom-ternjs
True,assaflavie/decentralizedapplications,decentralizedapplications,http://github.com/assaflavie/decentralizedapplications
True,poetzle/movile_jq4,movile jq4,http://github.com/poetzle/movile_jq4
True,samgranieri/stripe-ruby,stripe ruby,http://github.com/samgranieri/stripe-ruby
True,vitaf/celere,celere,http://github.com/vitaf/celere
True,draganmarjanovic/sci-search,sci search,http://github.com/draganmarjanovic/sci-search
True,andriygrenka/sample-videochat-ios,sample videochat ios,http://github.com/andriygrenka/sample-videochat-ios
True,waqasnu/cisiosample,cisiosample,http://github.com/waqasnu/cisiosample
True,dboskovic/bundle_braintree,bundle braintree,http://github.com/dboskovic/bundle_braintree
True,hanchang/videoserverclient,videoserverclient,http://github.com/hanchang/videoserverclient
True,vibhave/capitalsquiz,capitalsquiz,http://github.com/vibhave/capitalsquiz
True,dejan-stankovic/rails-tut,rails tut,http://github.com/dejan-stankovic/rails-tut
True,davishaba/team-helloworld-repo,team helloworld repo,http://github.com/davishaba/team-helloworld-repo
True,camoix/textmate-themes,textmate themes,http://github.com/camoix/textmate-themes
True,moolitayer/service-mock,service mock,http://github.com/moolitayer/service-mock
True,vinod1988/ihasapp,ihasapp,http://github.com/vinod1988/ihasapp
True,springyboing/vertx-samples,vertx samples,http://github.com/springyboing/vertx-samples
True,jscheid/visibility.js,visibility js,http://github.com/jscheid/visibility.js
True,lanrion/chrome-extension-sample,chrome extension sample,http://github.com/lanrion/chrome-extension-sample
True,cmcfarlen/samples,samples,http://github.com/cmcfarlen/samples
True,inviz/alexandr-fedorov,alexandr fedorov,http://github.com/inviz/alexandr-fedorov
True,strviola/simpleboard,simpleboard,http://github.com/strviola/simpleboard
True,shadowsam/green_shoes,green shoes,http://github.com/shadowsam/green_shoes
True,vincheesle/cs3130_hw3,cs  hw3,http://github.com/vincheesle/cs3130_hw3
True,sapius/buzzni-movie-guide-for-iphone,buzzni movie guide for iphone,http://github.com/sapius/buzzni-movie-guide-for-iphone
True,daviddpark/huboard-label-tools,huboard label tools,http://github.com/daviddpark/huboard-label-tools
True,herrlevin/istlevingeradenackt,istlevingeradenackt,http://github.com/herrlevin/istlevingeradenackt
True,chiragsanghvi/cloudcode,cloudcode,http://github.com/chiragsanghvi/cloudcode
True,bookwar/gnome-shell-overview-icon,gnome shell overview icon,http://github.com/bookwar/gnome-shell-overview-icon
True,zxhred/android-samples,android samples,http://github.com/zxhred/android-samples
True,cm-i9300-builds/android_device_asus_deb,android device asus deb,http://github.com/cm-i9300-builds/android_device_asus_deb
True,vishal-android-freak/super_fusion,super fusion,http://github.com/vishal-android-freak/super_fusion
True,felipecvo/nanook,nanook,http://github.com/felipecvo/nanook
True,redvivid/guam,guam,http://github.com/redvivid/guam
True,bernardomenezes/google_visualr,google visualr,http://github.com/bernardomenezes/google_visualr
True,heroku-buildpack-ocaml/sample-todo-app,sample todo app,http://github.com/heroku-buildpack-ocaml/sample-todo-app
True,mrlo/sample_app,sample app,http://github.com/mrlo/sample_app
True,vishaknag/os-threadsynchronization,os threadsynchronization,http://github.com/vishaknag/os-threadsynchronization
True,x-itec/cantango_editor,cantango editor,http://github.com/x-itec/cantango_editor
True,emacsmirror/textmate-to-yas,textmate to yas,http://github.com/emacsmirror/textmate-to-yas
True,mjabri/android-smart-image-view,android smart image view,http://github.com/mjabri/android-smart-image-view
True,davidmoten/viem,viem,http://github.com/davidmoten/viem
True,marnyla/sample_app,sample app,http://github.com/marnyla/sample_app
True,byrne/sceneeditor,sceneeditor,http://github.com/byrne/sceneeditor
True,narayanarao35/pqcollectionviewcell,pqcollectionviewcell,http://github.com/narayanarao35/pqcollectionviewcell
True,vanillanexus/android_device_samsung_t0att,android device samsung t0att,http://github.com/vanillanexus/android_device_samsung_t0att
True,nembi/gmgridview,gmgridview,http://github.com/nembi/gmgridview
True,joshuavial/angularjs-rails-resource,angularjs rails resource,http://github.com/joshuavial/angularjs-rails-resource
True,travis4all/grunt-contrib,grunt contrib,http://github.com/travis4all/grunt-contrib
True,rvienna/gekko,gekko,http://github.com/rvienna/gekko
True,kevinms/kplant,kplant,http://github.com/kevinms/kplant
True,rangahome/sample-rest-api,sample rest api,http://github.com/rangahome/sample-rest-api
True,kevinzenghu/meteor-autocomplete,meteor autocomplete,http://github.com/kevinzenghu/meteor-autocomplete
True,victorc365/juez,juez,http://github.com/victorc365/juez
True,aflamovie/youssef,youssef,http://github.com/aflamovie/youssef
True,visualjazz-sbrunno/holden-august,holden august,http://github.com/visualjazz-sbrunno/holden-august
True,dsluca/gsouth-behaviour-tests-,gsouth behaviour tests ,http://github.com/dsluca/gsouth-behaviour-tests-
True,jentanbernardus/simplevid,simplevid,http://github.com/jentanbernardus/simplevid
True,ividata/blockparser,blockparser,http://github.com/ividata/blockparser
True,nhr407/sample_app,sample app,http://github.com/nhr407/sample_app
True,visualrobots/write,write,http://github.com/visualrobots/write
True,kinetichub/redpuzzlegridview,redpuzzlegridview,http://github.com/kinetichub/redpuzzlegridview
True,gakimaru/common_lib_individual_for_studio_x,common lib individual for studio x,http://github.com/gakimaru/common_lib_individual_for_studio_x
True,wijnand85/android_device_samsung_p3,android device samsung p3,http://github.com/wijnand85/android_device_samsung_p3
True,samgranieri/chef-repo,chef repo,http://github.com/samgranieri/chef-repo
True,kenton/ckeditor,ckeditor,http://github.com/kenton/ckeditor
True,woeps/group-activity-plugin,group activity plugin,http://github.com/woeps/group-activity-plugin
True,vidali/vidali.server,vidali server,http://github.com/vidali/vidali.server
True,chrqq/ruby_view_server,ruby view server,http://github.com/chrqq/ruby_view_server
True,leovar/new_test,new test,http://github.com/leovar/new_test
True,mrdoctorwho/samsung-tools,samsung tools,http://github.com/mrdoctorwho/samsung-tools
True,tnuzzi/ddprogressview,ddprogressview,http://github.com/tnuzzi/ddprogressview
True,samuelmolinski/miniature-octo-archer,miniature octo archer,http://github.com/samuelmolinski/miniature-octo-archer
True,vilsonisaku/vilsonpc,vilsonpc,http://github.com/vilsonisaku/vilsonpc
True,joshknutson/activityoverlord,activityoverlord,http://github.com/joshknutson/activityoverlord
True,nanodeath/merb_dictionary,merb dictionary,http://github.com/nanodeath/merb_dictionary
True,davidjrice/ajax_validation,ajax validation,http://github.com/davidjrice/ajax_validation
True,santoshbhima/azure-sdk-for-java-samples,azure sdk for java samples,http://github.com/santoshbhima/azure-sdk-for-java-samples
True,drakeshs/catering_services,catering services,http://github.com/drakeshs/catering_services
True,sausame/autocaption,autocaption,http://github.com/sausame/autocaption
True,williamsjf/proxyservice,proxyservice,http://github.com/williamsjf/proxyservice
True,vicfryzel/haskell-twitter,haskell twitter,http://github.com/vicfryzel/haskell-twitter
True,romhartmann/gravinvgui,gravinvgui,http://github.com/romhartmann/gravinvgui
True,arpangarg/productreviews,productreviews,http://github.com/arpangarg/productreviews
True,tuidayne1991/drstartup-environment-copyright,drstartup environment copyright,http://github.com/tuidayne1991/drstartup-environment-copyright
True,justinhigley/sample_app,sample app,http://github.com/justinhigley/sample_app
True,samuelkadolph/go,go,http://github.com/samuelkadolph/go
True,travispcook/facebook-node-sdk,facebook node sdk,http://github.com/travispcook/facebook-node-sdk
True,venkatesh5789/vsriram-individual-website,vsriram individual website,http://github.com/venkatesh5789/vsriram-individual-website
True,chrismissal/webapicontrib.ioc.mef,webapicontrib ioc mef,http://github.com/chrismissal/webapicontrib.ioc.mef
True,btbytes/vibe.d,vibe d,http://github.com/btbytes/vibe.d
True,otavioaquino/navbarterra,navbarterra,http://github.com/otavioaquino/navbarterra
True,teamtera/platform_device_moto_stingray,platform device moto stingray,http://github.com/teamtera/platform_device_moto_stingray
True,pld-linux/vim-plugin-gist,vim plugin gist,http://github.com/pld-linux/vim-plugin-gist
True,squary/traceview,traceview,http://github.com/squary/traceview
True,ymkuo1108/android-device-wasabi,android device wasabi,http://github.com/ymkuo1108/android-device-wasabi
True,vikparuchuri/simpsons-scripts,simpsons scripts,http://github.com/vikparuchuri/simpsons-scripts
True,sampak/gamemode,gamemode,http://github.com/sampak/gamemode
True,vinaybagade/cse258-iiti-5,cse  iiti 5,http://github.com/vinaybagade/cse258-iiti-5
True,goppinath/goextendeduiview,goextendeduiview,http://github.com/goppinath/goextendeduiview
True,marzim/savingxfun,savingxfun,http://github.com/marzim/savingxfun
True,indicolite/eddie-vim,eddie vim,http://github.com/indicolite/eddie-vim
True,chasemydreaming/interview_answers,interview answers,http://github.com/chasemydreaming/interview_answers
True,simonhfrost/play_unwatched_video,play unwatched video,http://github.com/simonhfrost/play_unwatched_video
True,titanium-forks/jbeuckm.arview-example-app,jbeuckm arview example app,http://github.com/titanium-forks/jbeuckm.arview-example-app
True,vim-scripts/sexy-railscasts,sexy railscasts,http://github.com/vim-scripts/sexy-railscasts
True,matthieuh/sample-nodejs,sample nodejs,http://github.com/matthieuh/sample-nodejs
True,javidimail/project1,project1,http://github.com/javidimail/project1
True,buza/linkedin-oauth-sample-client,linkedin oauth sample client,http://github.com/buza/linkedin-oauth-sample-client
True,viareport/inativ-x-autocomplete,inativ x autocomplete,http://github.com/viareport/inativ-x-autocomplete
True,pa-ace/android_device_htc_ace,android device htc ace,http://github.com/pa-ace/android_device_htc_ace
True,andy-leonard/emacs,emacs,http://github.com/andy-leonard/emacs
True,vivekgidmare/hyperloop,hyperloop,http://github.com/vivekgidmare/hyperloop
True,ryanhertz/sample_app,sample app,http://github.com/ryanhertz/sample_app
True,lmirosevic/gbretractabletabbar,gbretractabletabbar,http://github.com/lmirosevic/gbretractabletabbar
True,mluessi/connectomeviewer,connectomeviewer,http://github.com/mluessi/connectomeviewer
True,djandroid/android_device_lge_vs910,android device lge vs ,http://github.com/djandroid/android_device_lge_vs910
True,sampathweb/dataitch,dataitch,http://github.com/sampathweb/dataitch
True,kalashnikov/vimconfig,vimconfig,http://github.com/kalashnikov/vimconfig
True,kevinbuch/ar-student-schema,ar student schema,http://github.com/kevinbuch/ar-student-schema
True,daviesian/daviesian.github.io,daviesian github io,http://github.com/daviesian/daviesian.github.io
True,fdln/android-video-stream-rotation,android video stream rotation,http://github.com/fdln/android-video-stream-rotation
True,nanomsg/nanomsg,nanomsg,http://github.com/nanomsg/nanomsg
True,thomasrainespa/android_device_samsung_msm8660-common,android device samsung msm  common,http://github.com/thomasrainespa/android_device_samsung_msm8660-common
True,ambasssador/libgtksourceviewmm,libgtksourceviewmm,http://github.com/ambasssador/libgtksourceviewmm
True,randomsequence/ttopeninappactivity,ttopeninappactivity,http://github.com/randomsequence/ttopeninappactivity
True,sammidysam/projectto-do,projectto do,http://github.com/sammidysam/projectto-do
True,carpe-hora/classifiablebehavior,classifiablebehavior,http://github.com/carpe-hora/classifiablebehavior
True,fabiopozzi/vimfiles,vimfiles,http://github.com/fabiopozzi/vimfiles
True,vxvinod/demoapp,demoapp,http://github.com/vxvinod/demoapp
