is_data_statistics	repo	terms	is_data_statistics	url
True	hedgepig/scaling-adventure	scaling adventure	False	http://github.com/hedgepig/scaling-adventure
True	berg/anapirangeadapter	anapirangeadapter	False	http://github.com/berg/anapirangeadapter
True	genba/openshift-django-example	openshift django example	False	http://github.com/genba/openshift-django-example
True	smrq/euler-haskell	euler haskell	True	http://github.com/smrq/euler-haskell
True	djknoll/liferay-samples-reviewed	liferay samples reviewed	False	http://github.com/djknoll/liferay-samples-reviewed
True	julianbenavides/directeddiffusion	directeddiffusion	False	http://github.com/julianbenavides/directeddiffusion
True	ddononi/watermanager	watermanager	False	http://github.com/ddononi/watermanager
True	ryota-kurosawa/inventory-management	inventory management	False	http://github.com/ryota-kurosawa/inventory-management
True	egawata/gtksample	gtksample	False	http://github.com/egawata/gtksample
True	cpluspluscom/dev-tools	dev tools	False	http://github.com/cpluspluscom/dev-tools
True	uplusplus/greendroid	greendroid	False	http://github.com/uplusplus/greendroid
True	tiepictu/barcode-viet-scanner	barcode viet scanner	False	http://github.com/tiepictu/barcode-viet-scanner
True	rmukhammadiev/guidline	guidline	False	http://github.com/rmukhammadiev/guidline
True	onlysumon/exammanagementsystem	exammanagementsystem	False	http://github.com/onlysumon/exammanagementsystem
True	lightguard/writeadapt-lightguard	writeadapt lightguard	False	http://github.com/lightguard/writeadapt-lightguard
True	kissi/simple-private-messages	simple private messages	False	http://github.com/kissi/simple-private-messages
True	vorlandi/jquery-timepicker-addon	jquery timepicker addon	False	http://github.com/vorlandi/jquery-timepicker-addon
True	robobob/sampletheme	sampletheme	False	http://github.com/robobob/sampletheme
True	mkemmerer/twitter_sample	twitter sample	False	http://github.com/mkemmerer/twitter_sample
True	mips/frameworks-opt-datetimepicker	frameworks opt datetimepicker	False	http://github.com/mips/frameworks-opt-datetimepicker
True	intrepidusgroup/anylfest	anylfest	False	http://github.com/intrepidusgroup/anylfest
True	codylieu/example_browser	example browser	False	http://github.com/codylieu/example_browser
True	mooniedan/webworks-samples	webworks samples	False	http://github.com/mooniedan/webworks-samples
True	muskose/nodejs-dynamic-rest-api	nodejs dynamic rest api	False	http://github.com/muskose/nodejs-dynamic-rest-api
True	tokoik/ggsample10	ggsample 	True	http://github.com/tokoik/ggsample10
True	solidline/puppet-reattach-to-user-namespace	puppet reattach to user namespace	False	http://github.com/solidline/puppet-reattach-to-user-namespace
True	tarunks/sampleapps	sampleapps	False	http://github.com/tarunks/sampleapps
True	rynr/jmx-example	jmx example	False	http://github.com/rynr/jmx-example
True	torandu/cookbook-sas2ircu	cookbook sas2ircu	False	http://github.com/torandu/cookbook-sas2ircu
True	tsim/examples	examples	False	http://github.com/tsim/examples
True	langhai/awesomepie	awesomepie	False	http://github.com/langhai/awesomepie
True	magnusfeuer/multimarkdown	multimarkdown	False	http://github.com/magnusfeuer/multimarkdown
True	ilovejs/newspaper	newspaper	False	http://github.com/ilovejs/newspaper
True	juliangruber/multilevel-http	multilevel http	False	http://github.com/juliangruber/multilevel-http
True	championl/cloudfoundry-samples	cloudfoundry samples	False	http://github.com/championl/cloudfoundry-samples
True	nizze/restangular	restangular	False	http://github.com/nizze/restangular
True	tdaw61/sample_app	sample app	False	http://github.com/tdaw61/sample_app
True	ja-som/xposedappsettings	xposedappsettings	False	http://github.com/ja-som/xposedappsettings
True	aspdotnet44/pawan	pawan	False	http://github.com/aspdotnet44/pawan
True	jguerinet/examples-primes	examples primes	False	http://github.com/jguerinet/examples-primes
True	sirdyf/jadapter	jadapter	False	http://github.com/sirdyf/jadapter
True	mayanktinu/samplechef	samplechef	False	http://github.com/mayanktinu/samplechef
True	kehao/rabbitmq-erlang-client-examples	rabbitmq erlang client examples	False	http://github.com/kehao/rabbitmq-erlang-client-examples
True	bennybaruba/arcgis-samples-flex	arcgis samples flex	False	http://github.com/bennybaruba/arcgis-samples-flex
True	sudhirsb2003/message	message	False	http://github.com/sudhirsb2003/message
True	epictetus/heroku_cloud_backup	heroku cloud backup	False	http://github.com/epictetus/heroku_cloud_backup
True	sonhuytran/project_euler_net	project euler net	True	http://github.com/sonhuytran/project_euler_net
True	djz-code/cocoasoundcloudapi	cocoasoundcloudapi	False	http://github.com/djz-code/cocoasoundcloudapi
True	natanovia/mobilewebsimulator	mobilewebsimulator	False	http://github.com/natanovia/mobilewebsimulator
True	outright/outright_api_samples	outright api samples	False	http://github.com/outright/outright_api_samples
True	jussi-kalliokoski/makejs	makejs	False	http://github.com/jussi-kalliokoski/makejs
True	sofakante/jmd	jmd	False	http://github.com/sofakante/jmd
True	jca-bookkeeping-services/application	application	False	http://github.com/jca-bookkeeping-services/application
True	clementgautier/symfony-standard	symfony standard	False	http://github.com/clementgautier/symfony-standard
True	schilumula/sample_app	sample app	False	http://github.com/schilumula/sample_app
True	rlevin/project-euler	project euler	True	http://github.com/rlevin/project-euler
True	csalazart/symfony-standard	symfony standard	False	http://github.com/csalazart/symfony-standard
True	cloudninja/sample_app	sample app	False	http://github.com/cloudninja/sample_app
True	aka2006/fruit.filemanager	fruit filemanager	False	http://github.com/aka2006/fruit.filemanager
True	throughbeingjulian/btransithelper	btransithelper	False	http://github.com/throughbeingjulian/btransithelper
True	igorclark/exportagram	exportagram	False	http://github.com/igorclark/exportagram
True	gauss007/supertab	supertab	False	http://github.com/gauss007/supertab
True	ndelage/message-example	message example	False	http://github.com/ndelage/message-example
True	vinodstanur/dft-based-audio-spectrum-analyzer-using-atmega32-and-16x2-lcd	dft based audio spectrum analyzer using atmega  and  x2 lcd	False	http://github.com/vinodstanur/dft-based-audio-spectrum-analyzer-using-atmega32-and-16x2-lcd
True	nagineni/crosswalk	crosswalk	False	http://github.com/nagineni/crosswalk
True	gruntjs/example-subgrunt	example subgrunt	False	http://github.com/gruntjs/example-subgrunt
True	epicwhale/mongodb-odm-documentation	mongodb odm documentation	False	http://github.com/epicwhale/mongodb-odm-documentation
True	unylyypadavan/adduser-ldap	adduser ldap	False	http://github.com/unylyypadavan/adduser-ldap
True	berlimioz/contrats-francais	contrats francais	False	http://github.com/berlimioz/contrats-francais
True	alex9/projectmanagement	projectmanagement	False	http://github.com/alex9/projectmanagement
True	natalbloom/sample_app	sample app	False	http://github.com/natalbloom/sample_app
True	silkentrance/nss-pam-ldap	nss pam ldap	False	http://github.com/silkentrance/nss-pam-ldap
True	ahpook/puppet-ruby-dsl-examples	puppet ruby dsl examples	False	http://github.com/ahpook/puppet-ruby-dsl-examples
True	epicyon/sovereign	sovereign	False	http://github.com/epicyon/sovereign
True	mohammedfarag/dotnetopenauth.samples	dotnetopenauth samples	False	http://github.com/mohammedfarag/dotnetopenauth.samples
True	cmcfarlen/samples	samples	False	http://github.com/cmcfarlen/samples
True	dailycred/ios-example	ios example	False	http://github.com/dailycred/ios-example
True	watmeto/contactmanager	contactmanager	False	http://github.com/watmeto/contactmanager
True	sukumargv/cssfilterlab	cssfilterlab	False	http://github.com/sukumargv/cssfilterlab
True	dgleich/matlab-bgl	matlab bgl	True	http://github.com/dgleich/matlab-bgl
True	dapasoft/webservice	webservice	False	http://github.com/dapasoft/webservice
True	epstanny/mgcr271a	mgcr a	False	http://github.com/epstanny/mgcr271a
True	cyrillwork/helloworldapplet	helloworldapplet	False	http://github.com/cyrillwork/helloworldapplet
True	bits-sass/utils-layout	utils layout	False	http://github.com/bits-sass/utils-layout
True	rebuy-de/coding-standards	coding standards	False	http://github.com/rebuy-de/coding-standards
True	rudek-consulting/liftdataadapter	liftdataadapter	False	http://github.com/rudek-consulting/liftdataadapter
True	designeng/efq_example	efq example	False	http://github.com/designeng/efq_example
True	wikimedia/mediawiki-extensions-semanticsignup	mediawiki extensions semanticsignup	False	http://github.com/wikimedia/mediawiki-extensions-semanticsignup
True	ezeacolo/backbonejsmodalview	backbonejsmodalview	False	http://github.com/ezeacolo/backbonejsmodalview
True	labeneko/nageyari	nageyari	False	http://github.com/labeneko/nageyari
True	piojo/vsc-ldap	vsc ldap	False	http://github.com/piojo/vsc-ldap
True	taz-uker/sample_app	sample app	False	http://github.com/taz-uker/sample_app
True	trentsh1/sample_app_2nd_ed	sample app 2nd ed	False	http://github.com/trentsh1/sample_app_2nd_ed
True	stanov/projecteuler	projecteuler	True	http://github.com/stanov/projecteuler
True	centuryglorion/fileexplorer	fileexplorer	False	http://github.com/centuryglorion/fileexplorer
True	horstmumpitz/instantambient	instantambient	False	http://github.com/horstmumpitz/instantambient
True	jasoncartercs/test	test	False	http://github.com/jasoncartercs/test
True	canteuladev/streamlinejs	streamlinejs	False	http://github.com/canteuladev/streamlinejs
True	rongjiechen/dlcimagepickercontroller	dlcimagepickercontroller	False	http://github.com/rongjiechen/dlcimagepickercontroller
True	jempolkucing/springmailmanagement	springmailmanagement	False	http://github.com/jempolkucing/springmailmanagement
True	sergeymaas/sample	sample	False	http://github.com/sergeymaas/sample
True	simo81/android_graphics_example	android graphics example	False	http://github.com/simo81/android_graphics_example
True	debalguha/keywordassasin	keywordassasin	False	http://github.com/debalguha/keywordassasin
True	julianoliver/the-artvertiser	the artvertiser	False	http://github.com/julianoliver/the-artvertiser
True	6feetsong/pandas	pandas	True	http://github.com/6feetsong/pandas
True	sunetra/sample_repo	sample repo	False	http://github.com/sunetra/sample_repo
True	bento99/samples	samples	False	http://github.com/bento99/samples
True	rally25rs/kendowcfsample	kendowcfsample	False	http://github.com/rally25rs/kendowcfsample
True	vovochka40in/sample_app	sample app	False	http://github.com/vovochka40in/sample_app
True	pxiq/nodejs-pub-sub-chat-demo	nodejs pub sub chat demo	False	http://github.com/pxiq/nodejs-pub-sub-chat-demo
True	ahmadawais/jquery.adaptive-backgrounds.js	jquery adaptive backgrounds js	False	http://github.com/ahmadawais/jquery.adaptive-backgrounds.js
True	melisabok/node-samples	node samples	False	http://github.com/melisabok/node-samples
True	iamdanielkim/gherkin-editor	gherkin editor	False	http://github.com/iamdanielkim/gherkin-editor
True	lyssas/frost	frost	False	http://github.com/lyssas/frost
True	nagark16/spring-security	spring security	False	http://github.com/nagark16/spring-security
True	benfitzpatrick/weatherama_original	weatherama original	False	http://github.com/benfitzpatrick/weatherama_original
True	xilitolabs868/sample_app	sample app	False	http://github.com/xilitolabs868/sample_app
True	hossbros/dayz-epidemic	dayz epidemic	False	http://github.com/hossbros/dayz-epidemic
True	minineuron/nodejs-express-mongoose-demo	nodejs express mongoose demo	False	http://github.com/minineuron/nodejs-express-mongoose-demo
True	nagilum/psr-soms-amendment	psr soms amendment	False	http://github.com/nagilum/psr-soms-amendment
True	harshavardhana/lm-examples	lm examples	False	http://github.com/harshavardhana/lm-examples
True	pfgray/nodejs-plugin-netbeans	nodejs plugin netbeans	False	http://github.com/pfgray/nodejs-plugin-netbeans
True	emidln/django-bitfield	django bitfield	False	http://github.com/emidln/django-bitfield
True	dilizarov/exampleblog	exampleblog	False	http://github.com/dilizarov/exampleblog
True	guoger/dcdc-standalone	dcdc standalone	False	http://github.com/guoger/dcdc-standalone
True	zedxter/sample_app	sample app	False	http://github.com/zedxter/sample_app
True	wrsyed/monodroid-samples	monodroid samples	False	http://github.com/wrsyed/monodroid-samples
True	noam3127/gitexample	gitexample	False	http://github.com/noam3127/gitexample
True	jahbrewski/maple-and-oak	maple and oak	False	http://github.com/jahbrewski/maple-and-oak
True	snumano/php5-nginx-vagrant-sample	php5 nginx vagrant sample	False	http://github.com/snumano/php5-nginx-vagrant-sample
True	jingnihu/sample_app	sample app	False	http://github.com/jingnihu/sample_app
True	salachari/facebook4j-oauth-example	facebook4j oauth example	False	http://github.com/salachari/facebook4j-oauth-example
True	freegenie/datepicker	datepicker	False	http://github.com/freegenie/datepicker
True	lastdream2013/userchromejs-1	userchromejs 1	False	http://github.com/lastdream2013/userchromejs-1
True	greejose/janrain-sample-code	janrain sample code	False	http://github.com/greejose/janrain-sample-code
True	ndkhoiits/stanford-machine-learning	stanford machine learning	True	http://github.com/ndkhoiits/stanford-machine-learning
True	brianclark20/sample_app	sample app	False	http://github.com/brianclark20/sample_app
True	phenominam/timelinejs	timelinejs	False	http://github.com/phenominam/timelinejs
True	duanhong/mobile-samples	mobile samples	False	http://github.com/duanhong/mobile-samples
True	devlost/sample_app	sample app	False	http://github.com/devlost/sample_app
True	krishh4u/ipp_sample_code	ipp sample code	False	http://github.com/krishh4u/ipp_sample_code
True	fazar/sampleproject	sampleproject	False	http://github.com/fazar/sampleproject
True	angelieangel/sample_app	sample app	True	http://github.com/angelieangel/sample_app
True	skhurram/mbrainz-sample	mbrainz sample	False	http://github.com/skhurram/mbrainz-sample
True	epictetus/heroku_config_vars	heroku config vars	False	http://github.com/epictetus/heroku_config_vars
True	rorlab/i18n-timezones	i n timezones	False	http://github.com/rorlab/i18n-timezones
True	santoshbhima/azure-sdk-for-java-samples	azure sdk for java samples	False	http://github.com/santoshbhima/azure-sdk-for-java-samples
True	kebot/liquidluck	liquidluck	False	http://github.com/kebot/liquidluck
True	eper/kendo-examples-asp-net-mvc	kendo examples asp net mvc	False	http://github.com/eper/kendo-examples-asp-net-mvc
True	mallowtech/messagestableviewcontroller	messagestableviewcontroller	False	http://github.com/mallowtech/messagestableviewcontroller
True	joenoon/sass-rails	sass rails	False	http://github.com/joenoon/sass-rails
True	nomusan/gitexample	gitexample	False	http://github.com/nomusan/gitexample
True	rohanmathur/todo	todo	False	http://github.com/rohanmathur/todo
True	primarda/sample_app	sample app	False	http://github.com/primarda/sample_app
True	justaddwater71/liblinearmanager	liblinearmanager	False	http://github.com/justaddwater71/liblinearmanager
True	daaquan/cakestrap-manager-module	cakestrap manager module	False	http://github.com/daaquan/cakestrap-manager-module
True	laskuma/sample_app	sample app	False	http://github.com/laskuma/sample_app
True	georgek/bignums	bignums	True	http://github.com/georgek/bignums
True	pioprosenma/the-message-download	the message download	False	http://github.com/pioprosenma/the-message-download
True	anthonyterra/mvc-4-bootstrap-example	mvc 4 bootstrap example	False	http://github.com/anthonyterra/mvc-4-bootstrap-example
True	silverorange/nowplaying	nowplaying	False	http://github.com/silverorange/nowplaying
True	salsa-dev/sagenb	sagenb	False	http://github.com/salsa-dev/sagenb
True	coodit/simpleworkflowmanager	simpleworkflowmanager	False	http://github.com/coodit/simpleworkflowmanager
True	standersnerdery/troutmapper	troutmapper	False	http://github.com/standersnerdery/troutmapper
True	manyrootsofallevil/mnemonic	mnemonic	False	http://github.com/manyrootsofallevil/mnemonic
True	roboter/slim-i18n-working-example	slim i n working example	False	http://github.com/roboter/slim-i18n-working-example
True	yao89/lick-my-sass	lick my sass	False	http://github.com/yao89/lick-my-sass
True	iceboeh/sample_app	sample app	False	http://github.com/iceboeh/sample_app
True	joshua/puppet-cloudapp	puppet cloudapp	False	http://github.com/joshua/puppet-cloudapp
True	tanchez1236/android-code-examples	android code examples	False	http://github.com/tanchez1236/android-code-examples
True	martincarroll87/windows	windows	False	http://github.com/martincarroll87/windows
True	gtrujillop/sample_app	sample app	False	http://github.com/gtrujillop/sample_app
True	michaelcurrie/segwormmatlabclasses	segwormmatlabclasses	False	http://github.com/michaelcurrie/segwormmatlabclasses
True	xhrislee/barclamp-clouderamanager	barclamp clouderamanager	False	http://github.com/xhrislee/barclamp-clouderamanager
True	iwaffles/iwaffles.github.com	iwaffles github com	False	http://github.com/iwaffles/iwaffles.github.com
True	standupguys/stand-up-guys-furniture-removal-services-in-atlanta	stand up guys furniture removal services in atlanta	False	http://github.com/standupguys/stand-up-guys-furniture-removal-services-in-atlanta
True	nagogus/front-end-developer-interview-questions	front end developer interview questions	False	http://github.com/nagogus/front-end-developer-interview-questions
True	andypol/android-samples	android samples	False	http://github.com/andypol/android-samples
True	m-j/dice-simulator	dice simulator	False	http://github.com/m-j/dice-simulator
True	tacaswell/pandas	pandas	True	http://github.com/tacaswell/pandas
True	fullkawa/cakephp-tdd2-sample	cakephp tdd2 sample	False	http://github.com/fullkawa/cakephp-tdd2-sample
True	thejackcarter/sample	sample	False	http://github.com/thejackcarter/sample
True	opentelecoms-org/nagios-sip-plugin	nagios sip plugin	False	http://github.com/opentelecoms-org/nagios-sip-plugin
True	alishastant/alishastant.github.com	alishastant github com	False	http://github.com/alishastant/alishastant.github.com
True	ikstewa/kiss-webapp-example	kiss webapp example	False	http://github.com/ikstewa/kiss-webapp-example
True	rudra-battu/sample1	sample1	False	http://github.com/rudra-battu/sample1
True	ben-eb/uncss	uncss	False	http://github.com/ben-eb/uncss
True	nottiyath/shortdistance	shortdistance	False	http://github.com/nottiyath/shortdistance
True	bartelt/sample_app	sample app	False	http://github.com/bartelt/sample_app
True	kkreddy427/hadoop-adaptor	hadoop adaptor	False	http://github.com/kkreddy427/hadoop-adaptor
True	gabrielsguilherme/samples	samples	False	http://github.com/gabrielsguilherme/samples
True	ampledata/knife-lastrun	knife lastrun	False	http://github.com/ampledata/knife-lastrun
True	ianpalencar/dotfiles	dotfiles	False	http://github.com/ianpalencar/dotfiles
True	lieutdan13/nagios-memory	nagios memory	False	http://github.com/lieutdan13/nagios-memory
True	chetandr/sampletest	sampletest	False	http://github.com/chetandr/sampletest
True	k4jt/salesagent	salesagent	False	http://github.com/k4jt/salesagent
True	pepijndevos/core.logic	core logic	False	http://github.com/pepijndevos/core.logic
True	deathed/userchromejs	userchromejs	False	http://github.com/deathed/userchromejs
True	hexdata/aliecsagent	aliecsagent	False	http://github.com/hexdata/aliecsagent
True	sasnoodle/xn_cs_export	xn cs export	False	http://github.com/sasnoodle/xn_cs_export
True	webos-devrel/jsapi-examples	jsapi examples	False	http://github.com/webos-devrel/jsapi-examples
True	eller86/requirejs-dependency-plugin	requirejs dependency plugin	False	http://github.com/eller86/requirejs-dependency-plugin
True	kumarldh/jquery-xml-parser-example	jquery xml parser example	False	http://github.com/kumarldh/jquery-xml-parser-example
True	donald-pinckney/em-simulator	em simulator	False	http://github.com/donald-pinckney/em-simulator
True	minimus/simple-ads-manager	simple ads manager	False	http://github.com/minimus/simple-ads-manager
True	tuannambk/contactsample	contactsample	False	http://github.com/tuannambk/contactsample
True	gopalsr/sample	sample	False	http://github.com/gopalsr/sample
True	cardapioonline/confraria	confraria	False	http://github.com/cardapioonline/confraria
True	marcusasplund/nodequery	nodequery	False	http://github.com/marcusasplund/nodequery
True	telekomatrix/jo	jo	False	http://github.com/telekomatrix/jo
True	shineit/ios7-sampler	ios7 sampler	False	http://github.com/shineit/ios7-sampler
True	shadyvb/wordpress-coding-standards	wordpress coding standards	False	http://github.com/shadyvb/wordpress-coding-standards
True	pbatorre/activerecord-sqlserver-adapter	activerecord sqlserver adapter	False	http://github.com/pbatorre/activerecord-sqlserver-adapter
True	ltg-uic/paws	paws	False	http://github.com/ltg-uic/paws
True	yourowndisaster09/django-satchmo-tools	django satchmo tools	False	http://github.com/yourowndisaster09/django-satchmo-tools
True	sozial/sample	sample	False	http://github.com/sozial/sample
True	sasidhar/sasidhar.github.io	sasidhar github io	False	http://github.com/sasidhar/sasidhar.github.io
True	travis4all/cruveejs	cruveejs	False	http://github.com/travis4all/cruveejs
True	harishajmeri/sample_app	sample app	False	http://github.com/harishajmeri/sample_app
True	10layer/bootstrap-datepicker	bootstrap datepicker	False	http://github.com/10layer/bootstrap-datepicker
True	epictetus/rails_autolink	rails autolink	False	http://github.com/epictetus/rails_autolink
True	cloudappsetup/pie	pie	False	http://github.com/cloudappsetup/pie
True	yonlin/assets-management	assets management	False	http://github.com/yonlin/assets-management
True	darthjee/nodejs-test	nodejs test	False	http://github.com/darthjee/nodejs-test
True	subhajitdatta/api-samples	api samples	False	http://github.com/subhajitdatta/api-samples
True	snakeman200/snakepit	snakepit	False	http://github.com/snakeman200/snakepit
True	nakaji/androidbindingsample	androidbindingsample	False	http://github.com/nakaji/androidbindingsample
True	ryanatallah/sample_app2	sample app2	False	http://github.com/ryanatallah/sample_app2
True	thijsdezoete/instant-bootstrap	instant bootstrap	False	http://github.com/thijsdezoete/instant-bootstrap
True	joshuashen/exomepipe	exomepipe	False	http://github.com/joshuashen/exomepipe
True	sandromancuso/sample_app	sample app	False	http://github.com/sandromancuso/sample_app
True	swannman/arduino-sample	arduino sample	False	http://github.com/swannman/arduino-sample
True	josbeekmans/sample_app	sample app	False	http://github.com/josbeekmans/sample_app
True	pzorn/symfony-standard	symfony standard	False	http://github.com/pzorn/symfony-standard
True	arnavawasthi/laravel-sample	laravel sample	False	http://github.com/arnavawasthi/laravel-sample
True	ariefmanggalaputra/sample_app	sample app	False	http://github.com/ariefmanggalaputra/sample_app
True	dendrox/sample_app	sample app	False	http://github.com/dendrox/sample_app
True	chinggizkhan/sass	sass	False	http://github.com/chinggizkhan/sass
True	johntom/customermanagerstandard	customermanagerstandard	False	http://github.com/johntom/customermanagerstandard
True	masonweems/examplesingleview	examplesingleview	False	http://github.com/masonweems/examplesingleview
True	pombredanne/kunagi	kunagi	False	http://github.com/pombredanne/kunagi
True	unix-rules/example	example	False	http://github.com/unix-rules/example
True	gulistanavcil/ocr	ocr	False	http://github.com/gulistanavcil/ocr
True	amr-elyamany/project-euler	project euler	True	http://github.com/amr-elyamany/project-euler
True	infinitegraph/webgroupsample	webgroupsample	False	http://github.com/infinitegraph/webgroupsample
True	bertschneider/cljsvgexample	cljsvgexample	False	http://github.com/bertschneider/cljsvgexample
True	sasasa/jpmobile	jpmobile	False	http://github.com/sasasa/jpmobile
True	paulgkeny/ixp-manager	ixp manager	False	http://github.com/paulgkeny/ixp-manager
True	godiard/classroomexplore	classroomexplore	False	http://github.com/godiard/classroomexplore
True	regrecall/rails-sample-app	rails sample app	False	http://github.com/regrecall/rails-sample-app
True	synaxon/sshmanager	sshmanager	False	http://github.com/synaxon/sshmanager
True	hugosvoboda/calendapp	calendapp	False	http://github.com/hugosvoboda/calendapp
True	teddythetwig/origin-dev-tools	origin dev tools	False	http://github.com/teddythetwig/origin-dev-tools
True	igortimoshenko/imtdatagridbundle	imtdatagridbundle	False	http://github.com/igortimoshenko/imtdatagridbundle
True	lacitis/sage	sage	False	http://github.com/lacitis/sage
True	eflexsystems/timelinejs	timelinejs	False	http://github.com/eflexsystems/timelinejs
True	danielrizea/requirejs	requirejs	False	http://github.com/danielrizea/requirejs
True	ashutosh2/java-download-manager	java download manager	False	http://github.com/ashutosh2/java-download-manager
True	julianjuenemann/sample_app	sample app	False	http://github.com/julianjuenemann/sample_app
True	hemavenkat/examples	examples	False	http://github.com/hemavenkat/examples
True	chocochipz/opencart-indonesia	opencart indonesia	False	http://github.com/chocochipz/opencart-indonesia
True	etouch-foxsports/foxpoc-sample	foxpoc sample	False	http://github.com/etouch-foxsports/foxpoc-sample
True	m-royster/nodesample	nodesample	False	http://github.com/m-royster/nodesample
True	mordechai/sample_code	sample code	False	http://github.com/mordechai/sample_code
True	stuk/messageformat.js	messageformat js	False	http://github.com/stuk/messageformat.js
True	jaudiolibs/examples	examples	False	http://github.com/jaudiolibs/examples
True	ericgebhart/thrift-pail-cascalog-example	thrift pail cascalog example	False	http://github.com/ericgebhart/thrift-pail-cascalog-example
True	mamimu/awesome-window-manager-config	awesome window manager config	False	http://github.com/mamimu/awesome-window-manager-config
True	trystant/bootstrap	bootstrap	False	http://github.com/trystant/bootstrap
True	haopeng/sase	sase	False	http://github.com/haopeng/sase
True	domuk/404wasteland-takistan	 wasteland takistan	False	http://github.com/domuk/404wasteland-takistan
True	rainssong/rainsaslib	rainsaslib	False	http://github.com/rainssong/rainsaslib
True	voidlizard/repogen	repogen	False	http://github.com/voidlizard/repogen
True	pureart/first-explorer	first explorer	False	http://github.com/pureart/first-explorer
True	kaelig/dapper	dapper	False	http://github.com/kaelig/dapper
True	dev-medisas/medapp	medapp	False	http://github.com/dev-medisas/medapp
True	hmsintrepide/lanceur-minecraft	lanceur minecraft	False	http://github.com/hmsintrepide/lanceur-minecraft
True	georgiana-gligor/jquerypp	jquerypp	False	http://github.com/georgiana-gligor/jquerypp
True	juuulie/sleeping-panthers	sleeping panthers	False	http://github.com/juuulie/sleeping-panthers
True	edxpdrlab/configuration	configuration	False	http://github.com/edxpdrlab/configuration
True	udanielaguiarnarede/node-js-sample	node js sample	False	http://github.com/udanielaguiarnarede/node-js-sample
True	piotrkaczor/version-control-by-example-eric-sink	version control by example eric sink	False	http://github.com/piotrkaczor/version-control-by-example-eric-sink
True	zezeron/asmediafocusmanager	asmediafocusmanager	False	http://github.com/zezeron/asmediafocusmanager
True	damienwhaley/jquery-postmessage	jquery postmessage	False	http://github.com/damienwhaley/jquery-postmessage
True	djrenren/node-ldapjs	node ldapjs	False	http://github.com/djrenren/node-ldapjs
True	odajay/standards-and-practices	standards and practices	False	http://github.com/odajay/standards-and-practices
True	saucylemons/sample_app	sample app	False	http://github.com/saucylemons/sample_app
True	jryancard/dominion-kingdom-deck-maker	dominion kingdom deck maker	False	http://github.com/jryancard/dominion-kingdom-deck-maker
True	ronzbig1/pursuitsimulation	pursuitsimulation	False	http://github.com/ronzbig1/pursuitsimulation
True	anagav/samplejs	samplejs	False	http://github.com/anagav/samplejs
True	opengov/nagios	nagios	False	http://github.com/opengov/nagios
True	katopz/robotlegs-examples-flickrgallery	robotlegs examples flickrgallery	False	http://github.com/katopz/robotlegs-examples-flickrgallery
True	anandvenkatesh/pythonsample	pythonsample	False	http://github.com/anandvenkatesh/pythonsample
True	polleverywhere/message_gateway	message gateway	False	http://github.com/polleverywhere/message_gateway
True	jorik041/jquerymobile-samples	jquerymobile samples	False	http://github.com/jorik041/jquerymobile-samples
True	aaronup/bootstrap-datepicker	bootstrap datepicker	False	http://github.com/aaronup/bootstrap-datepicker
True	marschall/jboss-sasl	jboss sasl	False	http://github.com/marschall/jboss-sasl
True	robsonw/ios7-sampler	ios7 sampler	False	http://github.com/robsonw/ios7-sampler
True	aleksandars/phonegap-android-example	phonegap android example	False	http://github.com/aleksandars/phonegap-android-example
True	simonhub/datepicker-for-bootstrap	datepicker for bootstrap	False	http://github.com/simonhub/datepicker-for-bootstrap
True	afei418/7-days-nodejs	7 days nodejs	False	http://github.com/afei418/7-days-nodejs
True	denrenchen/bootstrap-datepicker	bootstrap datepicker	False	http://github.com/denrenchen/bootstrap-datepicker
True	teampoop/episode-213	episode  	False	http://github.com/teampoop/episode-213
True	ddany/urlmanager	urlmanager	False	http://github.com/ddany/urlmanager
True	bluebrook/standards-and-practices	standards and practices	False	http://github.com/bluebrook/standards-and-practices
True	iamzet/anjlab.com	anjlab com	False	http://github.com/iamzet/anjlab.com
True	yuratsim/tsimbolynets1	tsimbolynets1	False	http://github.com/yuratsim/tsimbolynets1
True	christianb/simple-private-messages	simple private messages	False	http://github.com/christianb/simple-private-messages
True	siddrtm/hospital-management-system	hospital management system	False	http://github.com/siddrtm/hospital-management-system
True	pawelmarc/ladda	ladda	False	http://github.com/pawelmarc/ladda
True	komalm05/boilerplatejs	boilerplatejs	False	http://github.com/komalm05/boilerplatejs
True	aberke/thinkfulsampleprojectpage	thinkfulsampleprojectpage	False	http://github.com/aberke/thinkfulsampleprojectpage
True	revington/snipmate-nodejs	snipmate nodejs	False	http://github.com/revington/snipmate-nodejs
True	pkhabi/ansible-examples	ansible examples	False	http://github.com/pkhabi/ansible-examples
True	zerdah/epiceditor	epiceditor	False	http://github.com/zerdah/epiceditor
True	jelmar/ejlabnet	ejlabnet	False	http://github.com/jelmar/ejlabnet
True	danven/pinterestplus	pinterestplus	False	http://github.com/danven/pinterestplus
True	ankit8898/sample_rubymotion_app	sample rubymotion app	False	http://github.com/ankit8898/sample_rubymotion_app
True	konapun/dotplot-generator-advanced	dotplot generator advanced	False	http://github.com/konapun/dotplot-generator-advanced
True	stationkeeping/osx	osx	False	http://github.com/stationkeeping/osx
True	gocevskam/sample_app	sample app	False	http://github.com/gocevskam/sample_app
True	sheetaluk/data_science_class_examples	data science class examples	True	http://github.com/sheetaluk/data_science_class_examples
